nama_satker,status_umumkan_rup,asal_dana,jenis_klpd,asal_dana_satker,kd_kegiatan,kd_satker_str,tahun_anggaran_dana,kd_subkegiatan,jenis_dana_apbn,kd_komponen,kd_rup_lokal,id_paket_anggaran_penyedia,kd_klpd,status_aktif_rup,tahun_anggaran,asal_dana_klpd,pagu,sumber_dana,kd_rup,mak,nama_klpd,kd_satker,status_delete_rup,last_update_ref
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238740,,592598785,K34,true,2026,Kementerian Ketenagakerjaan,1500000,APBN,66129849,DL.4057.SCO.013.076.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,,651870,2026,,PNBP,5112664,,602080939,K34,true,2026,Kementerian Ketenagakerjaan,12300000,APBN,67658343,DN.6591.FAI.001.054.EA.521211,Kementerian Ketenagakerjaan,14095,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599606,450938,2026,,PNBP,5136512,,593279802,K34,true,2026,Kementerian Ketenagakerjaan,12600000,APBN,66266926,WA.2163.EBA.958.051.0B.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818129,219228,2026,,RUPIAH MURNI,5295897,,593437188,K34,true,2026,Kementerian Ketenagakerjaan,55192000,APBN,66282469,WA.6988.EBA.994.002.0A.523111,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946010,451094,2026,,RUPIAH MURNI,5343196,,590817736,K34,true,2026,Kementerian Ketenagakerjaan,21000000,APBN,65762776,DL.4057.SCO.003.051.0B.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Direktorat Bina Kelembagaan Pelatihan Vokasi,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Kelembagaan Pelatihan Vokasi,13878328,626131,2026,,PNBP,5313671,,592074220,K34,true,2026,Kementerian Ketenagakerjaan,2600000,APBN,66030217,DL.4056.AEB.001.051.0C.521211,Kementerian Ketenagakerjaan,173618,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675183,050302,2026,,RUPIAH MURNI,5238746,,592792338,K34,true,2026,Kementerian Ketenagakerjaan,47748000,APBN,66175423,WA.6988.EBA.994.002.0C.523112,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,13671004,451139,2026,,RUPIAH MURNI,5231726,,596630721,K34,true,2026,Kementerian Ketenagakerjaan,25000000,APBN,66849435,DN.6593.DCI.002.052.0D.522141,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238727,,592588916,K34,true,2026,Kementerian Ketenagakerjaan,88000000,APBN,66127858,DL.4057.SCO.013.055.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Serang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Serang,13622794,426531,2026,,PNBP,5172961,,580107118,K34,true,2026,Kementerian Ketenagakerjaan,17618000,APBN,63071564,DL.4053.PDI.003.051.0A.521211,Kementerian Ketenagakerjaan,14130,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,RUPIAH MURNI,5103327,,592833004,K34,true,2026,Kementerian Ketenagakerjaan,3150000,APBN,66185201,DL.4057.SCO.034.051.0A.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Pusat Pasar Kerja,Terumumkan,K34,KEMENTERIAN,Pusat Pasar Kerja,13625245,626011,2026,,RUPIAH MURNI,5176484,,583145884,K34,true,2026,Kementerian Ketenagakerjaan,10800000,APBN,63827819,WA.6595.EBC.954.051.0B.521211,Kementerian Ketenagakerjaan,176042,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Kendari,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Kendari,13618811,209255,2026,,PNBP,5167647,,591362323,K34,true,2026,Kementerian Ketenagakerjaan,1440000,APBN,65881321,DL.4059.BDB.001.051.0A.521211,Kementerian Ketenagakerjaan,14127,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,PNBP,5219574,,582311652,K34,true,2026,Kementerian Ketenagakerjaan,1760000,APBN,63633128,DL.4057.SCO.007.052.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Padang,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Padang,13583735,089378,2026,,RUPIAH MURNI,5101020,,593437407,K34,true,2026,Kementerian Ketenagakerjaan,1904000,APBN,66282571,DL.4057.SCO.016.058.PL.521219,Kementerian Ketenagakerjaan,14119,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228558,,593247750,K34,true,2026,Kementerian Ketenagakerjaan,453200000,APBN,66262703,DN.5586.BDC.001.053.0A.524119,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284580,,581462895,K34,true,2026,Kementerian Ketenagakerjaan,16000000,APBN,63392471,DL.4057.SCO.031.055.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946013,451094,2026,,RUPIAH MURNI,5343219,,589305603,K34,true,2026,Kementerian Ketenagakerjaan,43200000,APBN,65403993,WA.6988.EBA.994.002.0B.523111,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,RUPIAH MURNI,5103315,,592791493,K34,true,2026,Kementerian Ketenagakerjaan,5120000,APBN,66175244,DL.4057.SCO.010.053.0D.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,13834096,452652,2026,,PNBP,5299572,,594025486,K34,true,2026,Kementerian Ketenagakerjaan,9600000,APBN,66406739,DL.4057.SCO.003.051.0A.521211,Kementerian Ketenagakerjaan,14123,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Kendari,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Kendari,13618809,209255,2026,,PNBP,5167631,,590269064,K34,true,2026,Kementerian Ketenagakerjaan,224000000,APBN,65625960,DL.4053.PDI.002.051.0A.521211,Kementerian Ketenagakerjaan,14127,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,PNBP,5295905,,593209952,K34,true,2026,Kementerian Ketenagakerjaan,2000000,APBN,66258373,DL.4057.SCO.003.053.0A.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
BALAI BESAR PERLUASAN KESEMPATAN KERJA,Terumumkan,K34,KEMENTERIAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA,,259322,2026,,PNBP,5281623,,599029654,K34,true,2026,Kementerian Ketenagakerjaan,2625000,APBN,67188153,DN.2175.BDC.005.051.0F.521211,Kementerian Ketenagakerjaan,14075,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,RUPIAH MURNI,5220510,,593600737,K34,true,2026,Kementerian Ketenagakerjaan,47520000,APBN,66311386,DL.4057.SCO.024.051.0A.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,,452609,2026,,RUPIAH MURNI,5244825,,591895700,K34,true,2026,Kementerian Ketenagakerjaan,20252000,APBN,65997019,WA.6988.EBA.994.002.0B.523121,Kementerian Ketenagakerjaan,141978,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599602,450938,2026,,PNBP,5136485,,591832889,K34,true,2026,Kementerian Ketenagakerjaan,6804000,APBN,65984949,WA.2159.EBC.954.051.0D.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,592236738,K34,true,2026,Kementerian Ketenagakerjaan,42000000,APBN,66055108,WA.2158.EBA.994.002.0F.523121,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668981,451270,2026,,PNBP,5228553,,588672960,K34,true,2026,Kementerian Ketenagakerjaan,20400000,APBN,65242495,DN.2181.BDC.001.057.0F.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676517,452589,2026,,RUPIAH MURNI,5240083,,592492305,K34,true,2026,Kementerian Ketenagakerjaan,184320000,APBN,66104577,DL.4057.SCO.003.051.0A.521211,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,RUPIAH MURNI,5202979,,579459122,K34,true,2026,Kementerian Ketenagakerjaan,3500000,APBN,62895014,WA.2165.EBC.996.052.0A.521211,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238726,,592588638,K34,true,2026,Kementerian Ketenagakerjaan,3000000,APBN,66127776,DL.4057.SCO.013.054.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599144,191206,2026,,RUPIAH MURNI,5135829,,576565518,K34,true,2026,Kementerian Ketenagakerjaan,71200000,APBN,62166235,DL.4057.SCO.027.052.0B.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,RUPIAH MURNI,5295905,,593209968,K34,true,2026,Kementerian Ketenagakerjaan,339600000,APBN,66258389,DL.4057.SCO.003.053.0E.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584919,452558,2026,,RUPIAH MURNI,5103338,,578986376,K34,true,2026,Kementerian Ketenagakerjaan,93984000,APBN,62766541,WA.6988.EBA.994.002.0E.523111,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238738,,592847293,K34,true,2026,Kementerian Ketenagakerjaan,4480000,APBN,66188025,DL.4057.SCO.013.074.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Direktorat Bina Kelembagaan Pelatihan Vokasi,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Kelembagaan Pelatihan Vokasi,13878328,626131,2027,,PINJAMAN LUAR NEGERI,5313669,,594008887,K34,true,2026,Kementerian Ketenagakerjaan,63038905000,APBN,66390319,DL.4056.RAJ.002.053.0A.533111,Kementerian Ketenagakerjaan,173618,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668983,451270,2026,,RUPIAH MURNI,5228570,,591983957,K34,true,2026,Kementerian Ketenagakerjaan,290400000,APBN,66011505,DN.6586.FAC.001.051.0A.524114,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,,651870,2026,,PNBP,5112648,,600094219,K34,true,2026,Kementerian Ketenagakerjaan,30150000,APBN,67343911,DN.6588.QIH.001.051.0L.521211,Kementerian Ketenagakerjaan,14095,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284564,,581329115,K34,true,2026,Kementerian Ketenagakerjaan,1500000,APBN,63368043,DL.4057.SCO.031.054.0D.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Kendari,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Kendari,13618810,209255,2026,,RUPIAH MURNI,5167637,,577938931,K34,true,2026,Kementerian Ketenagakerjaan,1120000,APBN,62440052,DL.4057.SCO.004.052.0A.521211,Kementerian Ketenagakerjaan,14127,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668983,451270,2026,,RUPIAH MURNI,5228570,,591983948,K34,true,2026,Kementerian Ketenagakerjaan,2000000,APBN,66011496,DN.6586.FAC.001.051.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,583483679,K34,true,2026,Kementerian Ketenagakerjaan,10800000,APBN,63915465,WA.2158.EBA.994.002.0U.522119,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,,451139,2026,,PNBP,5231713,,598243307,K34,true,2026,Kementerian Ketenagakerjaan,46295000,APBN,67085795,DN.2173.BMA.002.051.0A.521211,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668983,451270,2026,,PNBP,5228571,,588631754,K34,true,2026,Kementerian Ketenagakerjaan,2736000,APBN,65232704,DN.6586.UAC.001.051.0C.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,PNBP,5299934,,592073614,K34,true,2026,Kementerian Ketenagakerjaan,100000000,APBN,66030021,DL.2238.CAA.001.051.0A.532111,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Padang,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Padang,13583735,089378,2026,,RUPIAH MURNI,5101015,,593436255,K34,true,2026,Kementerian Ketenagakerjaan,22400000,APBN,66282124,DL.4057.SCO.016.053.PL.521811,Kementerian Ketenagakerjaan,14119,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228567,,593041048,K34,true,2026,Kementerian Ketenagakerjaan,750000,APBN,66229868,DN.5586.PBK.001.051.0B.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,13610373,051102,2026,,PNBP,5407685,,600994031,K34,true,2026,Kementerian Ketenagakerjaan,148000000,APBN,67512378,DL.4057.SCO.030.056.0A.521211,Kementerian Ketenagakerjaan,152210,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Sekretariat Badan Nasional Sertifikasi Profesi,Terumumkan,K34,KEMENTERIAN,Sekretariat Badan Nasional Sertifikasi Profesi,13602835,452533,2026,,PNBP,5143603,,582155105,K34,true,2026,Kementerian Ketenagakerjaan,485000,APBN,63588548,DL.4053.PDF.001.055.0A.521211,Kementerian Ketenagakerjaan,14108,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Perluasan Kesempatan Kerja Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Bekasi,13676347,690634,2026,,RUPIAH MURNI,5240066,,590143371,K34,true,2026,Kementerian Ketenagakerjaan,750000,APBN,65592112,DN.2175.BDC.003.051.0C.521211,Kementerian Ketenagakerjaan,164530,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
