fiscal_year,mak,kode_satker,order_date,rup_desc,shipment_status,order_id,shipping_fee,funding_source,status,products,total_qty,nama_satker,rekan_id,count_product,flag_minikom,rup_name,kode_klpd,rup_code,is_swasta,kode_penyedia,total,last_update_ref
2026,WA.6624.EBA.994.002.BC.522191,452677,,"Dukungan Manajemen Badan Perencanaan dan Pengembangan Ketenagakerjaan, ",DRAFT,01KXD62Z8Z3RKJS4R2AR5YKKDK,,APBN,CANCELLED_ON_NEGOTIATION,"[{""qty"":1,""final_price"":45000000,""origin_price"":45000000,""product_id"":""ce722185-8708-4451-a638-588450d171d9"",""product_name"":""PEMELIHARAAN PAC 1020""}]",1,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN,0,1,Tidak, Pemeliharaan Perangkat Data Center Precision Air Conditioner (PAC) ,K34,67473859,false,01K1A2MN2EDG8ZVWWN3C72V22E,49950000,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,WA.2158.EBA.994.002.0K.521111,450938,2026-01-05T00:00:00Z,"Peningkatan Pengelolaan dan Pelaporan Keuangan, ",DRAFT,01KDPSS2W8TVS8KNE1ME5TPEM2,0,APBN,ON_PROCESS,"[{""product_id"":""fbafd86d-cac8-4fa2-a587-b6425a697086"",""product_name"":""JASA PENGAMANAN SECURITY (ANGGOTA)"",""qty"":11,""final_price"":8524000,""origin_price"":8812149},{""final_price"":8168000,""origin_price"":8445249,""product_id"":""fbafd86d-cac8-4fa2-a587-b6425a697086"",""product_name"":""JASA PENGAMANAN SECURITY (ANGGOTA)"",""qty"":627},{""final_price"":8762000,""origin_price"":9056749,""product_id"":""fbafd86d-cac8-4fa2-a587-b6425a697086"",""product_name"":""JASA PENGAMANAN SECURITY (ANGGOTA)"",""qty"":11}]",649,SEKRETARIAT JENDERAL KEMNAKER,0,3,Tidak,Biaya Operasional Petugas Keamanan (Outsourcing) Gatsu 51,K34,62328573,false,01KDMFMTDTJW4GFMH3B7TK8076,5311482000,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DL.4057.SCO.011.054.0A.521211,035636,2026-07-16T00:00:00Z,"Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ",DRAFT,01KXFTDJT9XMX98FYCMX1M0GRV,0,APBN,ON_PROCESS,"[{""final_price"":20000,""origin_price"":22000,""product_id"":""2bf4d0f0-b2b9-462f-a99d-db980ebeaad2"",""product_name"":""Nasi box sedang"",""qty"":848}]",848,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA,203228,1,Tidak,Belanja Pengadaan Konsumsi Peserta Pelatihan UPTD BLK Disnaker Sragen,K34,66305539,false,01JEQEEJE65GZYS2CSFG39P481,16960000,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DL.4053.PDI.002.051.0B.521211,452609,2026-08-21T00:00:00Z,"Pengembangan Sistem dan Pelaksanaan Sertifikasi Kompetensi Profesi Binalavotas, ",COMPLETED,01M0HEVMBCNW13YK4T43N026FZ,150000,APBN,ON_PROCESS,"[{""final_price"":33000,""origin_price"":33960,""product_id"":""032a532b-2803-466b-87bc-4cec03a9f828"",""product_name"":""Jarum mesin high speed jahit\tDB no 11-18"",""qty"":4},{""qty"":8,""final_price"":25200,""origin_price"":25760,""product_id"":""2d24818e-62c6-400c-ac39-4b65326667c7"",""product_name"":""Kain keras\tM33""},{""product_name"":""Kain Viseline\tPerekat 2000Fa"",""qty"":8,""final_price"":7800,""origin_price"":7900,""product_id"":""5af293fb-e453-49e1-92e3-58b3ea3aa86b""},{""product_name"":""Benang jahit 5000 yard"",""qty"":8,""final_price"":22500,""origin_price"":23060,""product_id"":""6348d7a2-10d5-4c79-8516-4ccb68ee4f9c""},{""origin_price"":57380,""product_id"":""801da1ec-cd84-4a2f-91cf-69db65f233a4"",""product_name"":""Kain Katun\t"",""qty"":32,""final_price"":55000},{""final_price"":28500,""origin_price"":29180,""product_id"":""8f98a452-89ae-445c-ab8a-8afc866df28b"",""product_name"":""Benang jahit 500 yard"",""qty"":1},{""product_id"":""94858765-5bc0-4044-a7d1-71bab6e6d238"",""product_name"":""Pensil jahit\tStandar (Warnakuning/putih)"",""qty"":16,""final_price"":3200,""origin_price"":3330},{""product_name"":""stiker QC\ttanda panah merah "",""qty"":1,""final_price"":47200,""origin_price"":48820,""product_id"":""9bd9774e-54c6-4316-b6ab-64fc2f6214cc""},{""product_name"":""Mata nenek\t"",""qty"":1,""final_price"":10500,""origin_price"":10990,""product_id"":""a9704d9b-45d3-4d07-972d-6d87c3fea9bb""},{""qty"":1,""final_price"":24500,""origin_price"":24950,""product_id"":""aa6a2d62-37ee-4679-8215-39df4421b64c"",""product_name"":""Kancing kemeja\tBahan plastik, lubang 2, duameter 1 cm""},{""product_name"":""Pendedel\tGagang plastik"",""qty"":16,""final_price"":7300,""origin_price"":7380,""product_id"":""c712becd-83f8-4984-8ada-99227c70203f""},{""final_price"":56500,""origin_price"":57500,""product_id"":""f1699f33-3739-4de5-a1c7-303e27527340"",""product_name"":""Plastik kemasan\tUkuran 30 x 35 cm"",""qty"":1},{""product_name"":""Jarum DP x 5 No.14 - 16"",""qty"":3,""final_price"":30000,""origin_price"":30700,""product_id"":""fa10a8a1-cd44-4277-86ea-86ef2659ba0e""}]",100,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG,0,13,Tidak,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan ,K34,62801553,false,01JYDESZTP0YA22FBCZT8CDSRE,3231432,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DN.6592.QAC.001.051.0E.521811,350079,,"Pengujian Keselamatan dan Kesehatan Kerja, ",DRAFT,01KS1BVANYRP94ZMQVTR0XC7W1,,APBN,CANCELLED_ON_NEGOTIATION,"[{""qty"":1,""final_price"":1376250,""origin_price"":1376250,""product_id"":""06febf1f-059e-4d9f-bd52-d1e2beb79bfd"",""product_name"":""Ammonium Chlorida""},{""final_price"":712500,""origin_price"":712500,""product_id"":""3f9faa7c-8f30-4fcc-b5b9-ed0fd4f302a2"",""product_name"":""Chloroform"",""qty"":1},{""final_price"":4188750,""origin_price"":4188750,""product_id"":""5076f239-9394-4f8b-8577-a61baa957ed1"",""product_name"":""Nylon Membrane  Filter "",""qty"":1},{""final_price"":1608750,""origin_price"":1608750,""product_id"":""51750268-7fca-486f-a0ac-ac77f202946d"",""product_name"":""nylon syringe filter pore size 0.22 um"",""qty"":1},{""product_id"":""8cc4c201-b22e-4698-a106-e8023739402d"",""product_name"":""Acetonitrile"",""qty"":1,""final_price"":3007500,""origin_price"":3007500},{""product_id"":""b3473624-0b6f-479b-9647-e7c1d76a762a"",""product_name"":""Labu ukur plastik, VITLAB"",""qty"":3,""final_price"":905000,""origin_price"":905000},{""final_price"":575000,""origin_price"":575000,""product_id"":""b3473624-0b6f-479b-9647-e7c1d76a762a"",""product_name"":""Labu ukur plastik, VITLAB"",""qty"":5},{""final_price"":773750,""origin_price"":773750,""product_id"":""b3473624-0b6f-479b-9647-e7c1d76a762a"",""product_name"":""Labu ukur plastik, VITLAB"",""qty"":2},{""final_price"":407500,""origin_price"":407500,""product_id"":""b3473624-0b6f-479b-9647-e7c1d76a762a"",""product_name"":""Labu ukur plastik, VITLAB"",""qty"":10},{""final_price"":3178750,""origin_price"":3178750,""product_id"":""d83253e0-6c76-41fe-92e3-5ab8754c96bb"",""product_name"":""Ferri Chlorida FeC13.6H2O"",""qty"":1}]",26,BALAI KESELAMATAN DAN KESEHATAN KERJA BANDUNG,63774009,10,Tidak,Bahan pengujian,K34,63147453,false,01JS0WWFG29332ZYAQX35TDJGZ,28066350,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,"DL.4057.SCO.003.051.0A.521211, DL.4057.SCO.003.051.0B.521211, DL.4057.SCO.003.052.0A.521211, DL.4057.SCO.003.054.0A.521211, DL.4057.SCO.008.052.0B.521211",426531,2026-03-31T00:00:00Z,"Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ",COMPLETED,01KN0HVBMQQX78SPMKVBXSS8B4,0,APBN,COMPLETED,"[{""product_name"":""SEPATU SAFETY TALI PENDEK"",""qty"":1,""final_price"":288000,""origin_price"":315000,""product_id"":""607d1a88-612d-4fde-9a40-40143af9ef21""},{""product_id"":""607d1a88-612d-4fde-9a40-40143af9ef21"",""product_name"":""SEPATU SAFETY TALI PENDEK"",""qty"":3,""final_price"":288000,""origin_price"":315000},{""product_id"":""607d1a88-612d-4fde-9a40-40143af9ef21"",""product_name"":""SEPATU SAFETY TALI PENDEK"",""qty"":1,""final_price"":288000,""origin_price"":315000},{""product_name"":""SEPATU SAFETY TALI PENDEK"",""qty"":5,""final_price"":288000,""origin_price"":315000,""product_id"":""607d1a88-612d-4fde-9a40-40143af9ef21""},{""product_name"":""SEPATU SAFETY TALI PENDEK"",""qty"":1,""final_price"":288000,""origin_price"":315000,""product_id"":""607d1a88-612d-4fde-9a40-40143af9ef21""}]",11,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG,0,5,Tidak,Pengadaan Safety Shoes Peserta Pelatihan (72 Paket),K34,63094681,false,01JRAYK2HX1ZX9Y4MZ6TJA70XX,3516480,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DL.4057.SCO.003.053.0A.521211,050302,,"Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ",DRAFT,01KVYX4WDEKZ2TE1QSEP300P04,,APBN,CANCELLED_ON_NEGOTIATION,"[{""qty"":1,""final_price"":8225600,""origin_price"":8225600,""product_id"":""db8431dc-9e4e-43e5-bda4-fb06e549b5c1"",""product_name"":""Bahan pelatihan barber""}]",1,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO,759449,1,Tidak,Bahan Pelatihan Tailor Made Training 40 JP B,K34,66473758,false,01JAYK7BA0MEZ4014EFKCTSSY8,9296916,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DL.4057.SCO.003.052.0A.521211,451094,2026-04-09T00:00:00Z,"Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ",BUYER_CONFIRMED,01KNRPRGGZSV3XJJDG3QF55FE1,0,APBN,PAYMENT_OUTSIDE_SYSTEM,"[{""product_id"":""ff6ecf37-0598-4d3b-805f-e8b6273f095c"",""product_name"":""NASI KOTAK "",""qty"":478,""final_price"":20000,""origin_price"":25000}]",478,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN,0,1,Tidak,Konsumsi Peserta Pelatihan 280 JP Reguler PBK RM,K34,66121223,false,01K58D7JY1JYPTGJFWZ2X04A9N,9560000,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,WA.6621.EBA.994.002.0L.521811,259322,2026-06-10T00:00:00Z,"Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja, ",COMPLETED,01KTNT2FYYQ190Q7Q3HQB5TYQP,0,APBN,COMPLETED,"[{""final_price"":17500,""origin_price"":17800,""product_id"":""018b19b0-7e5a-4b33-be30-87fe7e349b48"",""product_name"":""BATERAI ALKALINE AAA SET ISI 2 -OSI 446A"",""qty"":5},{""product_name"":""KERTAS HVS 75 GSM GRAM A4 SINAR DUNIA - OSI 004"",""qty"":20,""final_price"":61000,""origin_price"":61200,""product_id"":""1568cd7f-1429-47fb-b61c-1c8887afbd99""},{""product_name"":""CLOTH TAPE 2 INCH HITAM DAIMARU - OSI 250"",""qty"":2,""final_price"":21100,""origin_price"":21500,""product_id"":""1d4ad553-6f0f-4797-9576-4ac54a9a3b92""},{""product_name"":""DOUBLE TAPE 1/2 INCH JOYKO - OSI 398"",""qty"":3,""final_price"":3500,""origin_price"":3500,""product_id"":""2a2dc143-0b50-43df-9477-bb8281802ff6""},{""product_id"":""2da74af7-6464-405d-bfab-6ea5e5366fde"",""product_name"":""TINTA EPSON Y 008 - OSI"",""qty"":2,""final_price"":316500,""origin_price"":318500},{""final_price"":624000,""origin_price"":625305,""product_id"":""2e554fbd-0875-47e0-abac-7fff3a1f6afe"",""product_name"":""Keyboard Logitech Silent (Keyboard + Mouse) MK-295 - OSI"",""qty"":1},{""product_id"":""3715e522-c1b2-45f2-b243-93a59cc7fc8e"",""product_name"":""TINTA EPSON 003 BLACK"",""qty"":1,""final_price"":120000,""origin_price"":121900},{""product_name"":""MAP BUFFALO BIOLA - OSI 086"",""qty"":2,""final_price"":109000,""origin_price"":109500,""product_id"":""3c2a580c-88ff-4bad-afc0-c8da2c3d8d66""},{""qty"":2,""final_price"":388000,""origin_price"":391000,""product_id"":""44622754-bd54-45e0-821a-4a02f2f5aeb7"",""product_name"":""TINTA EPSON BK 008 - OSI""},{""final_price"":203000,""origin_price"":252351,""product_id"":""5a6626f7-2b7e-4468-a34f-cd7800536df2"",""product_name"":""MOUSE WIRELESS LOGITECH M-170 - OSI 557"",""qty"":8},{""final_price"":17800,""origin_price"":18100,""product_id"":""88feabf2-d5d1-428a-8f02-577a23c9bc62"",""product_name"":""Gunting sedang BD1201 - OSI"",""qty"":5},{""final_price"":13200,""origin_price"":13200,""product_id"":""a0948cd9-02cd-4872-8828-1174b5163537"",""product_name"":""LAKBAN BENING / COKLAT 2 INCH DAIMARU - OSI 247A"",""qty"":3},{""final_price"":12800,""origin_price"":13100,""product_id"":""af9b973b-92c6-47d1-acff-ca8952d571fc"",""product_name"":""Trigonal Clip 3 BANTEX BD2106 - OSI"",""qty"":20},{""final_price"":21600,""origin_price"":21900,""product_id"":""b253511f-be1e-410c-a682-3816c1153196"",""product_name"":""Kotak Organizer sedang - OSI"",""qty"":5},{""qty"":3,""final_price"":37400,""origin_price"":41847,""product_id"":""ce345d5e-c3f6-40fa-b024-6ecaf54f1db2"",""product_name"":""PP POCKET F4 BANTEX - OSI 205A""},{""product_name"":""Ballpoint Gel Pen 0,5MM BG1110 - OSI"",""qty"":144,""final_price"":9000,""origin_price"":9300,""product_id"":""d558a077-936c-4339-83d5-bd54a8ddf329""},{""product_name"":""TINTA EPSON M 008 - OSI"",""qty"":2,""final_price"":316500,""origin_price"":318500,""product_id"":""e0dfcceb-ac3a-4d32-89dd-020c52ad2200""},{""final_price"":18000,""origin_price"":18700,""product_id"":""e49e19af-fff2-400a-9293-096e6e8b6db0"",""product_name"":""BATERAI ALKALINE AA SET ISI 2 - OSI 445A"",""qty"":10},{""product_id"":""f3635543-c8e0-437c-ae1d-4b9d1c3f9a5a"",""product_name"":""MAP TALI F4 (ENVELOPE BAG SPINE) - OSI 297"",""qty"":10,""final_price"":6500,""origin_price"":7437},{""product_id"":""f63e79f8-088a-4f3a-bcfe-7bcc114dbd47"",""product_name"":""TINTA EPSON C 008 - OSI"",""qty"":2,""final_price"":316500,""origin_price"":318500}]",250,BALAI BESAR PERLUASAN KESEMPATAN KERJA,36629011,20,Tidak,"Pengadaan ATK dan Komputer Supplies Kegiatan Koordinasi Keuangan, SDM, BMN dan Kemitraan Kolaborasi",K34,67276192,false,01JHHPJNGZ65BVEZY2QRH28D0V,9731370,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DL.4057.SCO.003.053.0A.521211,050302,2026-07-27T00:00:00Z,"Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ",COMPLETED,01KYHB3QFSNY7YSYCS9KSGBC71,0,APBN,COMPLETED,"[{""product_name"":""PAKET BAHAN PELATIHAN ASISTEN PEMBUAT PAKAIAN"",""qty"":1,""final_price"":8080000,""origin_price"":8508600,""product_id"":""2e4fad7b-09d2-49f3-b1d3-d934b1ec6074""}]",1,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO,0,1,Tidak,Bahan Pelatihan Tailor Made Training 40 JP C,K34,66473686,false,01JBANK0M75W3E7ZJ6P77ZAXDP,8968800,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
2026,DN.5586.BDC.001.053.0A.524119,451310,2026-06-26T00:00:00Z,"Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ",DRAFT,01KVYYEGEWKJKN8H5BFJ5PMSQN,0,APBN,ON_PROCESS,"[{""final_price"":900000,""origin_price"":905000,""product_id"":""006f2714-128c-4d04-be70-cfa5ea1f86ca"",""product_name"":""FULLBOARD MEETING ROOM  TWIN BED LEEDON HOTEL & SUITES SURABAYA"",""qty"":220}]",220,DITJEN PHI DAN JAMSOS,0,1,Tidak,Paket Fullboard Peserta dan Panitia,K34,66262703,false,01JPH1ECGK8PQECNW6PPFX09NF,198000000,efbb911a-59d7-54a0-816c-d0c9fbaa93e6.LPZF_f_KR3bXtSRD.khwrFANCwKRYCKUeLfYHTlkPdDO9Q4J0KQa7f9pNQPM
