status;order_id;rup_code;flag_minikom;product_id;total_qty;nama_satker;rup_name;kode_penyedia;funding_source;rup_desc;shipping_fee;fiscal_year;shipment_status;mak;total;rekan_id;order_date;count_product;kode_satker;kode_klpd;last_update_ref
COMPLETED;01KMQWPZ2AFBXXB20TCWQ0SS47;66665520;Tidak;79d82a3f-68be-44b3-9ccc-d1bb21de3232, 1c68a5e9-2bb9-45c1-9709-1eefcea80f98, 64e19696-0401-4f32-957a-0abdd5102928;14;DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA;Belanja Modal Peralatan dan Mesin  PENGADAAN INVENTARIS KANTOR DI LINGKUNGAN DITJEN BINAPENTA DAN PKK;01JQDJ1FYA0DV8VVJKMVS86QXD;APBN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja, ;0;2026;COMPLETED;WA.6621.EBB.951.051.0B.532111;286099998;0;2026-03-28T00:00:00Z;3;451139;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KVEXT2C46DA3J9EFX8PC6WYT;65819141;Tidak;d6fde187-e5f5-406f-97c6-bd4b0ade3159;188;DIREKTORAT BINA PERLUASAN KESEMPATAN KERJA;Fullboard Meeting - Persiapan Pelaksanaan Program Perluasan Kesempatan Kerja Bidang Tenaga Kerja Mandiri - Finalisasi Draft Juknis TKMP 2026;01JD4CY5WTYR0G7RJE8FG6368R;APBN;Perluasan Kesempatan Kerja, ;0;2026;COMPLETED;DN.2175.BDC.003.051.0A.524114;178600000;13238047;2026-06-19T00:00:00Z;1;626041;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
CANCELLED_ON_NEGOTIATION;01KHWVJZ9F4HQQ16KR948EFR97;63820643;Tidak;845fb926-eb3d-4248-9578-8ab57e4fcb8f;158;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Pertemuan Fullboard Peserta, Moderator dan Penyelenggara Pendampingan Pencegahan Perselisihan Hubungan Industrial  ;01K03K0Z0XM34QMQ6C8FZT049B;APBN;Penguatan Kelembagaan dan Pencegahan Perselisihan Hubungan Industrial, ;;2026;DRAFT;DN.2179.BDD.001.051.0A.524119;122292000;0;;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
CANCELLED_ON_NEGOTIATION;01KKJFJK6MJZ3DFWHRCCPA3VDR;66263354;Tidak;1a70c48c-f72e-411e-875f-55ddb6f229b1;1;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Jasa Event Organizer dan Multimedia;01JHHE3CRNHK3NZG76G3T65V71;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;;2026;DRAFT;DN.5586.BDC.002.056.0C.522191;832500;83587619009;;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KQRGCK2P1NE8F2XJE6QE31W1;66223357;Tidak;dcee9166-fa33-4a46-b527-4fe34d355b0d;24;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG;Pengadaan Jasa Outsourcing (Alih Daya) ;01JFVY8NWER8851J0JN4YR6SXJ;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;0;2026;DRAFT;WA.6988.EBA.994.002.0A.522191;128841816;22726014;2026-05-04T00:00:00Z;1;452542;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KNP4WP86XNSP8AZ7Y8A5HARM;66121071;Tidak;ff6ecf37-0598-4d3b-805f-e8b6273f095c;388;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN;Konsumsi Peserta Pelatihan 240 JP Reguler PNBP;01K58D7JY1JYPTGJFWZ2X04A9N;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;BUYER_CONFIRMED;DL.4057.SCO.007.052.0A.521211;7760000;0;2026-04-08T00:00:00Z;1;451094;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KTMXTBGAYZ53C6PKC0ZF5HG1;63392962;Tidak;17a9ad3b-36ad-4808-86b1-bc51bfbdc0a7;300;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR;Pakaian Kerja;01JYGPS1FZS5WAVV2XF7DF1GQ7;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.005.052.0A.521211;49950000;0;2026-06-09T00:00:00Z;1;230302;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KVN424VQ2YVWRQ9KV8R02TK9;66121349;Tidak;58cb8ad5-86c7-46d2-b569-0dfe12df8fcb;392;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN;Konsumsi Peserta Pelatihan 260 JP Reguler PBK RM;01JM72CXSQXYW7P7QXDF5DXAY3;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.003.052.0A.521211;7840000;1790022;2026-06-21T00:00:00Z;1;451094;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KGE3H77PPW57HCS72SZ6DPBN;64810638;Tidak;385ffe41-116f-423d-a7b6-cccd38d36ea4;12;BALAI BESAR PERLUASAN KESEMPATAN KERJA;Pengadaan Jasa Tenaga Alih Daya Satpam BBPKK (periode Februari s.d Desember 2026);01JBTNM96DZ58HAN6KTY6K1RXJ;APBN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja, ;0;2026;DRAFT;WA.6621.EBA.994.002.0f.521111;575015880;0;2026-02-02T00:00:00Z;1;259322;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
COMPLETED;01KN1SNYGMZV27863KFP9RCGH9;66262571;Tidak;b0c5178c-5093-42f1-82bf-bf783d33012c;108;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Fullboard Peserta dan Panitia;01JSDJ3QW0RM3FNDSPPEQG7X75;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;0;2026;COMPLETED;DN.5586.BDC.001.052.0A.524119;101520000;0;2026-04-01T00:00:00Z;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KDPC9N1TBYBCWHTWHBCY3BF9;62084676;Tidak;48943b95-eafb-4bd1-a828-397b3a73b8f6, 6101fd6b-0043-49f8-b6b7-197b4844290d, b3663aab-ca18-44c3-a025-5e76986a5380, a91a43ec-84a6-4102-872b-d1091d9a99f4, 43650fc4-b6d8-4eca-b447-99168d5c52e1, 3635f624-1db1-4cc2-8d1d-9e30c0195944, afc1f337-0092-4360-a3de-eb471366dbc3, 9213957a-6d10-47a5-ae1b-ebb029301112;672;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Operasional dan Pemeliharaan Kantor;01JBB82CQ3S6AZPTA9DK7H8NW5;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;0;2026;DRAFT;WA.6988.EBA.994.002.0A.521111, WA.6988.EBA.994.002.0A.521114, WA.6988.EBA.994.002.0A.521115, WA.6988.EBA.994.002.0A.521811, WA.6988.EBA.994.002.0B.523111, WA.6988.EBA.994.002.0B.523112, WA.6988.EBA.994.002.0C.523121, WA.6988.EBA.994.002.0C.523123, WA.6988.EBA.994.002.0D.522111, WA.6988.EBA.994.002.0D.522112, WA.6988.EBA.994.002.0D.522113, WA.6988.EBA.994.002.0D.522119, WA.6988.EBA.994.002.0E.522191, WA.6988.EBA.994.002.0F.521252, WA.6988.EBA.994.002.0G.521111, WA.6988.EBA.994.002.0G.521115, WA.6988.EBA.994.002.0G.521211, WA.6988.EBA.994.002.0G.521252, WA.6988.EBA.994.002.0G.522111, WA.6988.EBA.994.002.0G.522112, WA.6988.EBA.994.002.0G.522113, WA.6988.EBA.994.002.0G.522191, WA.6988.EBA.994.002.0G.523111, WA.6988.EBA.994.002.0G.524111;2142462416;0;2025-12-30T00:00:00Z;8;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KERHX6B09NR3SEXRYFVB34SM;62637936;Tidak;936495fc-1189-4a45-8627-03da4f815024;12;Sekretariat Badan Nasional Sertifikasi Profesi;Rentokil;01JJ8FWZVPQEC23SPM7P6A9886;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;0;2026;DRAFT;WA.6988.EBA.994.002.0A.521111;23999989;12723127;2026-01-14T00:00:00Z;1;452533;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
PAYMENT_OUTSIDE_SYSTEM;01KN1JD7ZQYTD9H8WJXJTC9FNM;65245662;Tidak;c5a70ea1-9478-4cd4-bf6c-4081ea3e6f25, 260e7d47-35d5-4566-b8c5-fa7ad27439e6, b8078b71-dd77-48ab-9771-0610fd72369b, 76775df7-7907-48f9-a153-e8dabdd23bbd, 9006c12b-c809-4332-ba86-be3ba01f9656, 48acbbcf-2ace-4c9f-8e31-3a15da1099a8, e72e3b7f-52cc-4983-8cc9-bc5614047966, 1f8dc073-c303-4242-bbd6-6bfc39330be8, 772f7421-02c3-4cc0-be75-56b78ff2ea81, f79f5180-6302-4d8d-9264-473281aab65d, fb9bc091-9214-425a-97d3-c94d80aa2bd0, df690b79-f047-467d-9821-e0bf53a50745, 53ff7726-0f47-488c-bdde-80df0451b512, 733d47f2-dbda-4320-ae0d-c3540623ff8d, 7824108c-b4ba-4622-9ec3-49d031509aed, d2435bd0-9118-4809-a795-033c82e54a87, 6d573196-8642-4a24-878b-934a38400a57, 7c2885e4-f9c0-49b9-ae85-e5c853c17795, 4d901ae4-7919-4408-bbf1-c3ae18511e64, 46b73a44-57e5-42b6-a834-9f73326064cf, f5d669ec-29e6-4970-bd6a-543f94fe6199, 1f6453f7-a107-4a72-8120-5d858e7d58a2, e17f25bf-7afc-4a65-b2de-48850ad1f946, 34c7c37c-6c5d-4af1-b3dc-ec9544ede5d3, 9d3c6805-d118-46c3-a3cd-a3ea87bab865, 734595c0-94a5-449c-b6f3-c617db2f7a84, bcf1f1ba-74af-4a50-85c3-dca1ab5a4f57, 32022696-0655-47eb-93e4-ef8e89211ec5, e719128f-57e0-48c7-847d-cf19047704ca, b86447cd-c190-4661-9ab7-123e918ef1a3, debea733-001c-4386-b5ca-0b9e6d91a685, ab1c430a-e34f-47f5-af47-2812e6cda2c6, 70b0995d-412f-42bb-a465-29e7b44ae422;617;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG;Pengadaan Bahan Pelatihan PBK Reguler UPTD Banten (7 Paket);01JPHT8R3TKWRTQ8663M9DRT2Q;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.035.051.0B.521211, DL.4057.SCO.035.054.0B.521211, DL.4057.SCO.035.055.0B.521211, DL.4057.SCO.035.056.0B.521211;39946347;43475011;2026-03-31T00:00:00Z;33;426531;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
COMPLETED;01KKZJ2FCYS2X3SJ44JAF3MAMV;66185950;Tidak;a9704d9b-45d3-4d07-972d-6d87c3fea9bb, 1c649746-35de-43b6-b636-416cb6af13ea, 78e96cc9-4a3e-4e0c-b3c0-c1a456bd6b43, fd2a91f7-7b94-4700-9c74-696f94ebe84b, 66742882-bc04-41fa-8194-83e20eb9c9c4, 2d24818e-62c6-400c-ac39-4b65326667c7, b251f938-6c26-4185-b3ac-aecb4f8f4cb2, a493e1db-3015-4a05-98b5-03b0af194f77, 686227f6-8a4c-42fa-876f-d0ee2bfd1889, a56256ae-65ed-4b5a-9a92-de6cfc5d639f, 032a532b-2803-466b-87bc-4cec03a9f828, 51d2c2de-3a54-47f5-bf87-e22f11ce8104, 27e2a10e-8817-4310-94cd-bd38bd6e2bab, 9659cc9a-9e37-4849-80dd-ca03d2e1f39a, df70f92b-a822-4956-8af7-0bf9ef08fe35, 36888866-22eb-48cf-aaf6-425ff95a9564, a10a4e3a-32cf-41b0-b858-64311ffcb660, 786a2eec-a150-4567-828f-252cf6f2b91f, fb36aaa0-c1c8-4f4d-92ff-26711caf2179, a5c381b0-1161-47fd-b128-1126eb02c6a4, c712becd-83f8-4984-8ada-99227c70203f, 10efdf35-0ba9-4aa9-a067-471a5e2e4878, 4810a691-1067-4b53-84f3-bdbd0941a0ca, 7f361051-7d47-4485-8198-a12ac0d6b191, d88cbba5-cae9-43c1-8bd9-e415c4b5293d, 054461b3-7c95-45a3-afe4-03a7198cd27c, adab3958-2a1c-4cc6-a750-1e6a8a3ee7af, 6d496fd9-a7b4-4ac8-b34b-c1049cde04aa, a762a656-e2df-429a-8365-f51df8799c50, 54dbabee-189e-4411-a8b1-db7b6316d781, 6769a2ff-4311-491d-891b-1abce57b39f3, 372d959e-2954-4f2f-8a33-8c3551fb8793, c5b67f33-0c85-405e-bc92-e3d5befff9f0, b700f7d9-a733-4cd4-9ae8-c786e34edfcc, 8b91cc51-2dc5-406e-b39e-d26954062c9b, da06324a-af7b-4a3a-86d5-d82372ec0986, f47e3f51-f91c-453c-877c-3f60acffb4f9, 5af293fb-e453-49e1-92e3-58b3ea3aa86b, b2799d15-1296-43b5-b786-3ae7590919f3, f4fe7ba6-db4e-49e7-bd27-6d166cccc0d5, 267ea927-66a3-49b5-a320-25fa972e984c, ae1815ec-31ba-4a6e-ae0e-c11a5d1ac242, eadbca52-dde9-419d-aea6-9d9c891e6f06, 05805adc-5647-4d07-b37c-dd3529d95e17, 16bc1a6e-4c60-4562-9f2c-a15757726c1f, fc325c0f-3fc1-498e-8696-0fdd70104732, 5dbecf76-1bc7-4863-9349-c11725c2013d, 7dd6bf75-ed44-445c-89ba-5b97cb976c7e, e7a5c59d-0fe8-4e3e-a128-a928f1880801;622;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan TMT Klaster;01JYDESZTP0YA22FBCZT8CDSRE;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;222000;2026;COMPLETED;DL.4057.SCO.003.053.0A.521211;9030183;0;2026-03-18T00:00:00Z;49;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
COMPLETED;01KN1ATSQPD6P5Q8YT49RQYDYG;63391988;Tidak;17a9ad3b-36ad-4808-86b1-bc51bfbdc0a7;190;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR;Pakaian Kerja;01JYGPS1FZS5WAVV2XF7DF1GQ7;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.006.052.0A.521211;31635000;0;2026-04-01T00:00:00Z;1;230302;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
COMPLETED;01KQ6DCW24YQDKV5Z0688BSEGC;65584502;Tidak;a44059bc-8caf-483c-8b31-22f2af12df5b, ae1b6f5a-b317-43e0-916d-07ad0c1872f8;50;BIRO PERENCANAAN;Pengadaan Paket Fullboard Meeting Luar Kota LISTRAF Komponen C;01KEC4SAHA38HQDNW02WGQSST4;APBN;Peningkatan Perencanaan Program dan Anggaran, ;0;2026;COMPLETED;WA.2160.AEA.002.055.0O.524119;46664000;0;2026-04-27T00:00:00Z;2;450922;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
COMPLETED;01KKZZN7H9EFSY5ZDE9B9F8MAM;66185950;Tidak;7fb52845-30f9-41c2-82d3-039c860741b6, 3c487a36-fe8e-4fce-8e93-94a8771de82d, d3f70a9d-89be-4625-b6cf-42f271f030f0, 6e1b2aca-60f3-48f0-bba9-800a943a2ea0, 61655322-2390-40f9-b588-95cc91a52704, 006ec43f-176a-4281-b270-db584a041992, a840ff45-30cb-4c49-a318-b8330d9804da, 13872576-9e69-4e8e-a1a0-4432e5ecdfb2, 08a02a59-6283-4c51-a400-0edf5957cae8, e4ccdb0b-17c1-424a-a7b0-4550b196299b, ea2c9c42-bce0-4bfc-ad5d-bfd4d78d19f0, 940513ba-f440-4e85-9e10-04013260ae21, 3cf0a798-5ba3-473b-82ec-9c3b2d67cd53, cef1d8a5-7f77-4fb1-aa05-66631ef19b96, 7c9c595d-7f74-4d76-8f9b-9282c887b1da, 6094e481-92ac-4946-9752-fdbd4284091d, 974ea8ba-8cf0-457c-877d-98359b63a1ee, 318451fe-438b-4aad-8ead-2f1455dde8dc, f81c2982-9e98-4762-89a3-5cfb5fb8182e, 51086016-fe05-4ef4-b63c-58881cc2b9ba, b9b2f995-099f-441b-91d1-05ed134fa324, f4fdac51-3f0a-428c-b78b-ba172b9a2b56, 8d56dd3a-3cd1-4abe-8357-c9c5db6330e0, 26c38e51-5b93-476f-a066-61986343e1c8, 43a5989a-fb97-4496-95a4-bdedc5af8fd6, d389b728-92a1-4a13-9291-2e8a538ef4f1, 25c47914-ee1b-44fd-98f2-c2222813b430, ec9c0fba-36fd-463f-9a68-48c8affae16c, c5c97f9a-4698-4fad-b8f1-e473ced6422c, 07d00fa0-5829-460e-9312-2c33c3535316, d5b8cda6-4742-4576-9c24-36508df0f024;297;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan TMT Klaster;01K2KX48KE5DQHRAJ0REG26EE5;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;111000;2026;COMPLETED;DL.4057.SCO.003.053.0A.521211;9500490;0;2026-03-18T00:00:00Z;31;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KVQ4BN72ABC57MWMCRCKXYCS;66212426;Tidak;6c44af10-208f-4d47-9ee7-8832af92b10a;2000;DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA;Perlengkapan Persuratan dan Kearsipan ;01J8KYXPXAGC5QMWWT748704NE;APBN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja, ;0;2026;PROCESSING;WA.6621.EBA.994.002.0B.521111;25974000;281425009;2026-06-23T00:00:00Z;1;451139;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
CANCELLED_ON_NEGOTIATION;01KMYFWAJ9PX356QR5H5F2EBBP;66262516;Tidak;cc744f21-51f5-4c69-87f2-7e70d01f2bf6;80;DITJEN PHI DAN JAMSOS;Paket Meeting Fullboard Peserta dan Panitia;01K33KFDKDF6EJ7FZ015QZYCEB;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;;2026;DRAFT;DN.5586.BDC.001.051.0A.524119;60400000;0;;1;451310;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KFA0BXVH57S395VCRF8EE595;62167235;Tidak;52ef306e-e11a-4965-8798-c263887bf8c7, be82563d-7dd3-4da1-92a2-d5fc8d2ad571, b5191fb2-44f1-4ce3-8686-12d556f146ee;240;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANTAENG;Honorarium Tenaga Alih Daya;01JF2XWSJ7CJM6G1V6WTTQ67FW;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;0;2026;DRAFT;WA.6988.EBA.994.002.0A.521111;1311551208;1978234;2026-01-20T00:00:00Z;3;191206;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
PAYMENT_OUTSIDE_SYSTEM;01KK0WH1D8162CVPS749DW26BS;65990428;Tidak;ea2e6ab2-3a28-4143-9363-f4f44ba385e8;114;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Fullboard Meeting Moderator, Penyelenggara dan Peserta Dialog Penguatan Pembentukan LKS Bipartit di Perusahaan  ;01JSP6RJAVNJ7BP0DA7ZED79WD;APBN;Penguatan Kelembagaan dan Pencegahan Perselisihan Hubungan Industrial, ;0;2026;COMPLETED;DN.2179.QDC.001.051.0A.524119;99180000;0;2026-03-06T00:00:00Z;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
CANCELLED_ON_REVIEW;01KV5BHZM5GR6H6THP8H7JSMWP;66262516;Tidak;c4247e80-9c36-4221-8640-ad1b8c1651ee;108;DITJEN PHI DAN JAMSOS;Paket Meeting Fullboard Peserta dan Panitia;01JV95GHVXM80PADVD2PACR489;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;;2026;DRAFT;DN.5586.BDC.001.051.0A.524119;86940000;0;;1;451310;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
COMPLETED;01KKDJGDT82N4A3158RQW09JWY;66124023;Tidak;560408c4-1183-4982-9287-964cb802fea7;68;DITJEN PHI DAN JAMSOS;Fullboard Moderator, Panitia Penyelenggara dan Peserta;01K2256WSF6NKHRYCC7D08HGK8;APBN;Peningkatan Pembinaan Hubungan Kerja dan Penerapan Pengupahan, ;0;2026;COMPLETED;DN.6587.QDH.002.052.0A.524119;54400000;0;2026-03-11T00:00:00Z;1;451310;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KG4F5V23WF942QDGRYKXZ4W5;63772236;Tidak;ec35dfd2-1b69-46f9-85b6-626a507f028c;12;SEKRETARIAT JENDERAL KEMNAKER;Pembuatan Monitoring Akun Media Sosial;01K0XCT0M8MB10SK1M5P0CK61Y;APBN;Peningkatan dan Pengelolaan Hubungan Masyarakat, ;0;2026;DRAFT;WA.2163.EBA.958.051.0B.522191;81118800;0;2026-01-29T00:00:00Z;1;450938;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KDSZ3KZ51T0SP8NTKM6YMM3A;62573499;Tidak;ff37c404-611d-4903-ab3b-a41a77c008d9;372;DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA;Belanja Sewa;01JPM3WRS7T1H2J8DBRHBHDQY7;APBN;Peningkatan Pengendalian Penggunaan Tenaga Kerja Asing, ;0;2026;DRAFT;DN.2177.BDC.002.051.0A.522141;483600342;355820009;2025-12-31T00:00:00Z;1;451139;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
PAYMENT_OUTSIDE_SYSTEM;01KKB6G6HNT6AHTHPHRK3R3VX9;66332297;Tidak;0beeec96-e99e-49c4-9241-86eb1e12fbf3;800;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG;Belanja Pakaian Kerja Pelatihan Batch 1 ;01JJ4028SKRBRRDRR28ZQKBTCW;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.003.052.0A.521211, DL.4057.SCO.003.054.0A.521211, DL.4057.SCO.005.052.0A.521211, DL.4057.SCO.007.052.0A.521211, DL.4057.SCO.010.055.0A.521211, DL.4057.SCO.010.056.0A.521211, DL.4057.SCO.010.058.0A.521211, DL.4057.SCO.010.061.0A.521211, DL.4057.SCO.010.063.0A.521211, DL.4057.SCO.010.064.0A.521211, DL.4057.SCO.010.068.0A.521211;119200680;10303014;2026-03-10T00:00:00Z;1;452542;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
ON_PROCESS;01KFWECX4E38847PFV2GTMGBSC;63628984;Tidak;71c76d66-f086-46ee-a0d4-ab70c40c6e45;12480;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG;Belanja Konsumsi Peserta Pelatihan  Penugasan/ Kerjasama (Hinode;01J8QJDE31QWHQ6G14Z67Z28D5;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.003.054.0B.521211;247104000;0;2026-01-26T00:00:00Z;1;452542;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.BKoPJ2tLjhfyqCn_.zbkT1NALpeGlnDMbO5aEoqoUx-xk_YGjPowTePgE2Lo
