status;order_id;rup_code;flag_minikom;product_id;total_qty;nama_satker;rup_name;kode_penyedia;funding_source;rup_desc;shipping_fee;fiscal_year;shipment_status;mak;total;rekan_id;order_date;count_product;kode_satker;kode_klpd;last_update_ref
COMPLETED;01KQ6HFKTZASMTHE5YRSRFNF4V;63091859;Tidak;d78ad2b0-055b-49c5-b500-c21507de07ac, aad4e05f-9b4c-4fba-ab98-481737be2f8d, 66d91bfb-5c45-425a-b19a-94089ab8628d, 8557b708-57bb-4fb0-914e-d7894c655fcc, a112f64c-f783-41ca-9b9e-e962bc1ce9df, 97cb08a5-5f53-4f7f-88e2-ddc8214885e4, 63d64c6b-5012-4c1e-a343-263494d5b8a6, 0adf6546-3a79-4e11-b6de-c85f83f312a7, 9b9a1d83-6600-46dc-9a48-4866600e5f83, 29019fff-ffec-4f72-927b-25ddd9f32633, 5ac05b7d-4f42-4ac9-9c07-889769c2ddd1, 4713bc12-7906-4629-9a3e-ceca33337394;143;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG;Pengadaan Bahan Sertifikasi Lulusan (231 Paket);01JZSP8YSK8DC78JVR8CZQCQ1H;APBN;Pengembangan Sistem dan Pelaksanaan Sertifikasi Kompetensi Profesi Binalavotas, ;0;2026;COMPLETED;DL.4053.PDI.002.051.0A.521211, DL.4053.PDI.002.051.0B.521211, DL.4053.PDI.003.051.0A.521211;2860581;0;2026-04-29T00:00:00Z;13;426531;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
CANCELLED_ON_NEGOTIATION;01KN476NHHP5483DPQPH7XAN4P;66258191;Tidak;e5df2fa3-3e34-4bc1-9e04-3940a1b6ed5b;66;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Fullboard Peserta dan Panitia;01JRVP1MD5MR99ZJ6GMRH31K8V;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;;2026;DRAFT;DN.5586.PEF.001.051.0A.524114;65010000;0;;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KG3Y62HP3Q9DPE1REFYJD1NJ;63965014;Tidak;e3e82fd8-87b9-4c50-ad33-2e4fc324282b;12;POLITEKNIK KETENAGAKERJAAN;Langganan Internet;01JBH1Q5XMSXHC0D975W2QVPTE;APBN;Dukungan Manajemen Politeknik Ketenagakerjaan, ;0;2026;DRAFT;WA.6625.EBA.994.002.0B.522119;264000002;2202025;2026-01-30T00:00:00Z;1;352632;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KKBBJCNVRZK9E5QXXRPH54YG;65135780;Tidak;6150b0d2-0886-4317-be9e-ec2cf105087e;40;SEKRETARIAT JENDERAL KEMNAKER;Sosialisasi Ketenagakerjaan di Media;01JH2EQYTPP7VHJS2CQ00YWX9J;APBN;Peningkatan dan Pengelolaan Hubungan Masyarakat, ;0;2026;DRAFT;WA.2163.EBA.958.054.0A.522191;240000000;10530047;2026-03-10T00:00:00Z;1;450938;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KNP98CDGC7RFZS4CKVN2HNJ9;66121341;Tidak;8c2b6024-3954-49d9-94a4-ad63660eb9e8;832;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN;Konsumsi Peserta Pelatihan 420 JP Reguler PBK RM;01K7P0067ZG2CA6RAJ5KWNE08H;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.003.052.0A.521211;16640000;0;2026-04-08T00:00:00Z;1;451094;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
PAYMENT_OUTSIDE_SYSTEM;01KJYGCQ8YDFKB8P96YP9DMPH2;66228975;Tidak;acb58230-e579-4ff2-b122-15857e989216;160;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Pertemuan Fullboard Peserta, Moderator, dan Penyelenggara Luar Kota Peningkatan Kemampuan Early Warning System Potensi Perselisihan HI bagi Pelaku Hubungan Industrial ;01J5590657GR3V35FY0BWRNH5K;APBN;Penguatan Kelembagaan dan Pencegahan Perselisihan Hubungan Industrial, ;0;2026;COMPLETED;DN.2179.BDC.005.051.0A.524119;121600000;10331042;2026-03-09T00:00:00Z;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KGE7K8Q2MMEQKKHB9V8RA0WS;64823450;Tidak;3b93ed64-ea60-4a90-97d7-fdb62174ebda, 102e2ff6-43b5-447b-bd94-00c36c8487c1, 253e877f-0228-45ee-9f18-02818a841ded, 9f093986-0ed7-4438-854f-d2d75f0d9232;252;BALAI BESAR PERLUASAN KESEMPATAN KERJA;Pengadaan Jasa Tenaga Alih Daya Petugas Kebersihan, Pramubakti dan Pengemudi BBPKK (periode Februari s.d Desember 2026);01J4JYKWARBXTTDJ02CHE88HEJ;APBN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja, ;0;2026;DRAFT;WA.6621.EBA.994.002.0f.521111;1209600000;18827119;2026-02-03T00:00:00Z;7;259322;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KKK67V14EJFGVVVN1F6D2CWY;62680403;Tidak;3f5ba44c-f8c3-4737-a7ca-61230221f339, 578a4303-5f28-44fa-82d2-db6183efbc22;49;BALAI KESELAMATAN DAN KESEHATAN KERJA SAMARINDA;Sepatu Safety;01JPPREMQT6ZVPDTTY8CGTKSAW;APBN;Pengujian Keselamatan dan Kesehatan Kerja, ;233100;2026;COMPLETED;DN.6592.QAC.001.051.0B.521211;29634780;0;2026-03-16T00:00:00Z;9;350083;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
PAYMENT_OUTSIDE_SYSTEM;01KG187BMSY8AD5MSQEAR6JMK7;62818728;Tidak;7907e2ff-0cb3-4d2d-9a39-a2e0f7301fa3;22;BIRO PERENCANAAN;PENGADAAN TENAGA ALIH DAYA PRAMUBAKTI BIRO PERENCANAAN DAN MANAJEMEN KINERJA SEKRETARIAT JENDERAL KEMENTERIAN KETENAGAKERJAAN;01JBY93PFF67PZKX4A22Z15V9M;APBN;Peningkatan Pengelolaan dan Pelaporan Keuangan, ;0;2026;DRAFT;WA.2158.EBA.994.002.0E.521111;190109700;5757127;2026-01-28T00:00:00Z;1;450922;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KNR7Y2GMWPCQ0YAQYYBK4GY7;66867494;Tidak;5a26c0f5-e2d1-4656-bba1-abab63942a75;550;DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA;Belanja Bahan Fasilitasi Dan Pembinaan Calon Tenaga Kerja Di Pekerjaan Hijau;01K0H6A0GCEZ79CYP40PP930DE;APBN;Penempatan Tenaga Kerja, ;0;2026;COMPLETED;DN.2173.QDC.002.051.0A.521211;56776500;0;2026-04-10T00:00:00Z;1;451139;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KVKYXTRS6SF7HRA6JG9EQC5E;66436528;Tidak;0d05a2f7-a36f-4052-af82-93acd709b8ae, 692a4ac9-b1a7-4c24-8210-39ade8f47f9e;760;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SAMARINDA;Belanja Konsumsi PBK di BLK Banjarmasin;01J90BPH69N75Z9B0J608BH4F0;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.023.059.0A.521211, DL.4057.SCO.023.059.0B.521211;17680000;326759009;2026-06-22T00:00:00Z;2;451108;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KDPV3D4VFGNPWGHAVPJ1YWJH;62551102;Tidak;79deedaf-627b-40d1-8f00-7aebe1fafbf1, ff45da07-5c38-4856-9e1a-7e6a4c463899, 7907e2ff-0cb3-4d2d-9a39-a2e0f7301fa3;342;PUSAT PASAR KERJA;Pengadaan Jasa Outsourcing/ Alih Daya dan Keamanan Pusat Pasar Kerja Tahun 2026;01JBY93PFF67PZKX4A22Z15V9M;APBN;Peningkatan Pelayanan Pasar Kerja, ;0;2026;DRAFT;WA.6595.EBA.994.002.0A.521111;2771226000;5757127;2025-12-30T00:00:00Z;4;626011;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KKZ9XGCJRZE9Z5JJNG6FG92N;66185950;Tidak;08b6134a-72fd-4279-a8bd-bc9b21b02e95, 166fc230-6597-4e09-8ee8-d4f736f2cb63, 4f6fde3d-fa1b-4b92-8ebc-a20484c5422a, 94247e51-d315-48b5-9c45-899b701e70f9, 0b24e404-b7e9-4187-b851-5342f52bb0a3, c3fce501-2577-4243-a492-484e87a8d683, 847a78e8-7102-44fa-a995-62ee95ee1548, 882f6bca-a433-467a-b601-9266d365d2d2, a560d862-66ee-42fb-8a11-e4a8620698ef, 2e6d4e6e-0b3a-4455-8e67-4b2355a9974e, 3a04e736-1c9a-4c00-9347-7e80089aef50, 49781587-137e-46b9-8eff-2062997961ab, ae1538b1-e7bf-4cd5-b933-6d1b6323c99f, 60954825-ae99-4d77-a51e-2ca68ff9920e, d5a40cea-449c-4c57-ac7e-66d55c6c641b, ece7f23b-fb94-4de8-af20-6cd0ab1ac3a8, 6682d95c-9625-4024-9be8-06ff9ef21167, 3a63bb1b-4038-4b9a-a8ef-66ede4434d43, 9d224d0c-1dd9-4178-9f5c-708a70b21c58, aa34541d-7bc4-44f0-9ac1-9960a3d6976d, efaa8c7b-b046-48c2-903f-e525294899de, e35b484d-00d0-4686-bde7-ba7f9c0f9cca, d02bfec9-e739-42f8-846f-f8c2a707aa81, 487af6c7-fcd6-4a90-87bc-141aca46d5c4, 67e8fd2e-c11e-4d27-826d-f1b8f5feaa76, f873fea9-e88f-4b4d-bfce-24afc9a292a8, d7e0a48e-7a36-45c6-a544-f358be585074;264;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan TMT Klaster;01J81QPN27R0FDVY86ZEFZ77TW;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.003.053.0A.521211;10368510;2502042;2026-03-18T00:00:00Z;27;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KVHCMYQFAZZG16A2ZTG80GK7;66977045;Tidak;33f6a840-6b5c-4760-ac6e-a0fcb3e63efc;32;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Belanja Barang Persediaan Safety Shoes UPTD BLKPP DIY;01HS824VZZ068W1SDDR9HRTZ7W;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.012.051.51.521811;11199989;0;2026-06-22T00:00:00Z;1;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_NEGOTIATION;01KVZDWFFX7HJ7K7J78XW4TB3N;62259089;Tidak;7b617717-b1cc-44c0-ad16-6af6fb902191, adb933d5-83b9-4330-8b5e-8d62cbde51a4, ae497ffa-7141-4018-b54c-1d6138a1e21b, df6a70c2-782d-4618-b784-b7b61bd8e4e2, be4e1868-5927-42a2-bf13-f95c7ebe6133, a17c94c5-942b-422d-a422-b1fc64841f92, 7e86a811-609a-4f31-814c-301aa07f5044, 222860a0-5920-4971-9f5d-d4366e2ff382, 35cc53cd-fb9f-48bb-8ebb-f1778177128a, 69d64336-4441-4aa7-b822-ac20274e3fbe, b377dc34-6546-4d02-a964-40d9867a4463, 330904e2-2438-4098-a413-c57e301ebb5e, ed9c3001-4926-40f0-be02-31bacfca5283, 16b3b2a6-2a5b-4792-b0fb-890d7959cad1, 72237c8e-8883-4e9c-9cf2-1e2b25a0bcf1, 706fbadd-ee93-47f8-8cf6-f2020f109dde, 11dcf364-5af6-4ae9-9e5c-ada11500d2b9, d5771374-90f0-430a-89c7-56fe92a3b70a, 2621a9c1-a886-494c-8196-eb3ac3622d70, f9495646-ff8a-42ff-8103-7cca004baf22, c80fa02d-691a-4879-bb41-d21f9238fb90, e6926b05-96b7-4dc9-9aea-2acbc881da25;186;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANYUWANGI;Pelatihan Vokasi di Provinsi Jawa Timur UPT BLK Jember;01JAPN9Y9RF0J2XX5TH2XAM5S4;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;68820;2026;DRAFT;DL.4057.SCO.013.053.OA.521211;3962116;5243009;;22;051102;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
CANCELLED_ON_NEGOTIATION;01KNNP5RGH7DHT8BY0BSBTPQS9;66123873;Tidak;1a87264f-7fd0-4042-9ce8-2ad8bfdf31be;80;DITJEN PHI DAN JAMSOS;Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator;01JJX9ANHG1ZN9WZAY4Y34EHD8;APBN;Peningkatan Pembinaan Hubungan Kerja dan Penerapan Pengupahan, ;;2026;DRAFT;DN.6587.BDC.001.051.0B.524119;86400000;0;;1;451310;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
PAYMENT_OUTSIDE_SYSTEM;01KKT4J26EJHH45TM9T5XVJXGH;66399315;Tidak;e0e6f607-cc44-4239-bb31-b3d37dd7d62c;64;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo;01J95KJP4YTTB3MJ809YTHDHYV;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.011.052.0A.521211;9554880;24473009;2026-03-17T00:00:00Z;1;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KMYQWES2V0H872TWDJFS213Y;65245662;Tidak;5bbdae4f-1230-4144-9035-7e1fa7c622fb, e6cad39a-925c-4e7b-9170-fdbfe83dc376, 67848daa-5446-4db4-977d-3f730d55e13f, 231b7930-46bc-451e-a009-f3ef38bf8861, fd54d993-18c4-4a48-b9a1-ab1e1089e15f, 59a4681a-7ba5-4b85-93ab-6293c2d778de, 0cb93240-55e1-4657-a214-76054428632b, 52c06a0a-1162-40be-869a-f86f94afaebf, 9f72aa28-160c-4542-a798-229571c8c7fa, c7669dc7-9a9c-47a0-9e26-1b01809896a5, 8551b971-13a7-4de9-977b-a79d8e374688, eab781d5-7d02-43e9-8d88-d7d7c840fae9, 07218a5f-b702-45ca-9df5-61084ff38582, 92bf7051-6633-4c13-864d-e45b70e4006a, 7b047fa0-b940-4d9d-a7c0-1707c11fe788, c1b14f91-45ee-427d-9b1f-dc7896502415, e1ef4685-f35e-4a65-b5a4-0e01c9d2bff9, 1eb3f200-c362-426f-8f8c-e9b0ef8baa4d, b8840a40-2450-47c9-ad94-43ecbf3a8501, 251a520e-166d-4250-83d5-d4ef60d12b55, 4568978f-9d80-41ec-ac6d-a8b44029a44f, 26a39868-99b6-4663-9445-0dd8791addd0, ab5ad1f9-724a-4020-969e-a9c43e728713, 26e2cb42-4df4-4271-9187-2060e7339663, 87f6a325-81e7-42e3-933c-ba3673c66be3, e8ce5e69-d85a-4499-9214-d911c0206ea6, 78cc2312-fd14-468f-ae3c-51a83b6cdf70, 13e41781-a3aa-4ec0-8553-ebd621c0470f, 9cf8544d-6241-45f7-bb57-b27e07de2e59, 725ea78b-03d5-40fb-92e0-5a080d03649b, 0de6d5cc-66c3-4540-aeb4-f567c5197116, 41746ef9-4577-4f29-ab89-78a8c9871396, c8070e1f-5d64-4dac-bbfd-0ad8cc93c3cc, 2349508f-8c21-4ded-b466-196fe33c97e4, 22ca08b8-d333-480f-bc78-b9c0a66adff0, 998c0458-dbfc-449e-9ed1-f87155d44f87;274;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG;Pengadaan Bahan Pelatihan PBK Reguler UPTD Banten (7 Paket);01JRS73EC81MM9JM6Z4608CME9;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.035.051.0B.521211, DL.4057.SCO.035.054.0B.521211, DL.4057.SCO.035.055.0B.521211, DL.4057.SCO.035.056.0B.521211;29865105;26434127;2026-03-31T00:00:00Z;39;426531;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
PAYMENT_OUTSIDE_SYSTEM;01KN43SZ11TNWWZ2ZNQ3WWTZYY;63840283;Tidak;36b599ae-bf25-4140-8d7e-18372e3c5ace;114;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Fullboard Moderator, Peserta dan Penyelenggara Dialog Tripartit Dalam Pengembangan Kebijakan Ketenagakerjaan;01JTD57YZ8R69D4Z8CH4X55CSC;APBN;Penguatan Kelembagaan dan Pencegahan Perselisihan Hubungan Industrial, ;0;2026;COMPLETED;DN.2179.BDB.001.051.0B.524119;92340000;0;2026-04-06T00:00:00Z;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KS4BNJ66A0M8EHHVTFKV07P1;65907112;Tidak;d7f66cff-52fa-4f06-9694-5e6423aa4cf6;68;DIREKTORAT BINA PERLUASAN KESEMPATAN KERJA;Fullboard Paket Meeting - Persiapan Pelaksanaan Penyaluran Bantuan Kegiatan Padat Karya - Verifikasi dan Identifikasi Calon Penerima Bantuan Padat Karya;01JSBSCX6K88Y1YQEK8DZQEGM6;APBN;Perluasan Kesempatan Kerja, ;0;2026;COMPLETED;DN.2175.BDC.002.051.0A.524119;68000000;0;2026-05-21T00:00:00Z;1;626041;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KG1KDME1TMXGXRDD7Y976DJS;62638216;Tidak;21e04b91-d675-44c5-b61c-82c04386bd2c;200000;Sekretariat Badan Nasional Sertifikasi Profesi;Pencetakan Blanko Sertifikat Kompetensi;01J8HGR94XM9YJTH5RYRWHR4FR;APBN;Pengembangan Sistem dan Pelaksanaan Sertifikasi Kompetensi Profesi Binalavotas, ;0;2026;DRAFT;DL.4053.PDI.004.051.0A.521811;976800000;1240047;2026-01-29T00:00:00Z;1;452533;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KTTSK22MSG1A40W8KCRSK7RZ;66351379;Tidak;c11632f7-9468-4716-aedd-0bca6405ba7a, 0a067f68-6720-4d51-bf75-068d4183139e, 65a41892-e476-4c14-8e59-937f7ed0355d, 66753cf9-1585-4cff-839f-f52fdfce0736, cc5c9883-97bf-4a35-bea4-a09f82b8bf85, e0c21fac-a716-4f70-88ff-0a27e2fb10ab, 4bd4c5bd-5bd0-4a18-851b-6e71f78936f9, 8f2db951-bab3-4595-acd0-149641389ffd, 07fa229b-47c9-4b8a-9013-67936db85ea0, fb6a2513-0875-4be6-9905-ed39c8f4724f;10;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;PENGADAAN BAHAN PELATIHAN;01KKXG26XSW86B5G69MGDFZVY1;APBN;Pengembangan dan Peningkatan Produktivitas Tenaga Kerja Binalavotas, ;0;2026;DRAFT;DL.4059.SCO.001.051.DL.521211;158286000;0;2026-06-15T00:00:00Z;10;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KP5DV2W7MARVD6YCERS4FXPX;66185662;Tidak;fd03e592-5b0c-458d-aa68-56d577ec4564;109;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP);01JCYR1H5KAHWBXMZNS2PMK7NJ;APBN;Pengembangan Sistem dan Pelaksanaan Sertifikasi Kompetensi Profesi Binalavotas, ;0;2026;COMPLETED;DL.4053.PDI.002.051.0A.521211;2169100;12452042;2026-04-14T00:00:00Z;1;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KQE55AS107ZMHQ06K67FD1BC;65846990;Tidak;e412d822-dba1-46b7-9bc1-f9227289b26b;110;DITJEN PHI DAN JAMSOS;Paket Meeting Fullboard Tahap Pelaksanaan Rekrutmen (Dalam Kota);01JWATA9SKZVDA022CGSQKZ3CY;APBN;Penyelesaian Perselisihan Hubungan Industrial, ;0;2026;COMPLETED;DN.2181.BDC.002.051.0A.524114;110000000;0;2026-05-04T00:00:00Z;1;451310;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KNNY040AFGCBDSRDFQVQA0Y0;66567912;Tidak;732bbd9c-8aaa-403c-84fc-a45e0e89d8af, a87c2695-c916-4326-98d8-d2af29a91488;28;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BELITUNG;Pengadaan Bahan Pelatihan TMT, PBL, dan PBK Batch 1 BPVP Belitung;01HQWTWAB8NBREJQVG41JZXRA7;APBN;;0;2026;COMPLETED;DL.4057.SCO.003.051.0B.521211, DL.4057.SCO.003.052.0A.521211, DL.4057.SCO.003.053.0B.521211;4778550;0;2026-04-09T00:00:00Z;2;352631;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
COMPLETED;01KKBGCP9APMK8JK2PV8HPS318;66263396;Tidak;9177ba89-8b69-4bb5-94a9-1b53561a5183;55;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Meeting Fullboard Panitia dan Peserta;01JVA1G3JQ0SJQFJRBE6KD8TAH;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;0;2026;COMPLETED;DN.5586.BDC.002.056.0B.524119;52250000;0;2026-03-10T00:00:00Z;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KFMX4XR48066VPC7X9C7S69Q;63911103;Tidak;567e4ac3-f1d7-42e6-a30f-8c09f61bf8e5, 9d9e8b5c-be37-4c39-bec4-9fc7cfd08af5;63;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MAKASSAR;Belanja Keperluan Perkantoran / Jasa Tenaga Alih Daya;01JH24QSKD4K8XZADJX3W3T4EW;APBN;;0;2026;DRAFT;WA.6988.EBA.994.002.0A.521111, WA.6988.EBA.994.002.0B.521111, WA.6988.EBA.994.002.0C.521111, WA.6988.EBA.994.002.0D.521111;268693026;2777234;2026-01-23T00:00:00Z;2;452652;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
ON_PROCESS;01KN1QGYFX30RK426GYXP4C31N;67364435;Tidak;ff896644-cb7d-4e73-b034-9498615077af;12170;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG;Konsumsi Peserta Pelatihan Berbasis Kompetensi  Batch 1;01K7NWVP5XPCQQAMDY0ZTYHP75;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.003.052.0A.521211, DL.4057.SCO.003.054.0A.521211, DL.4057.SCO.005.052.0A.521211, DL.4057.SCO.007.052.0A.521211, DL.4057.SCO.010.056.0A.521211, DL.4057.SCO.010.058.0A.521211, DL.4057.SCO.010.061.0A.521211, DL.4057.SCO.010.063.0A.521211, DL.4057.SCO.010.064.0A.521211, DL.4057.SCO.010.068.0A.521211;240966000;0;2026-03-31T00:00:00Z;1;452542;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.W2Beh5njwEZ6UUkn.Ry9mzOWyY19CvUiPTs-3fLrcUCpx9tNPCexbcj3D2TE
