Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN46Q2TD12WC22KFG36JASCZ,66186105,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Teknisi Reguler,COMPLETED,34355721,34355721
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KJEGFGSA2M2DYTC7ZB2T2Z7F,65978769,2026,E-Katalog 6.0,APBN,SINERGI DINAMIKA JAYA,E-Purchasing,Barang,Laptop,PAYMENT OUTSIDE SYSTEM,49999950,49999950
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KFN43AFZZJZMHTN1C0J32RH8,63643601,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan TMT Kerjasama Hinode,COMPLETED,31383585,31383585
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KNR9RB4FR5999ZXW4ZRRG5ZA,66305314,2026,E-Katalog 6.0,APBN,PUTRA BTU,E-Purchasing,Barang,Belanja Pengadaan Bahan Pelatihan UPTD BLK Disnaker Sragen,PAYMENT OUTSIDE SYSTEM,49500000,49500000
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KNGX304M6Y73MK9CV4BXG89M,65584502,2026,E-Katalog 6.0,APBN,OASIS HOTEL BOGOR,E-Purchasing,Jasa Lainnya,Pengadaan Paket Fullboard Meeting Luar Kota LISTRAF Komponen C,COMPLETED,69180000,69180000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP7SV2CKHS87RQSXGKSYX8WC,66185971,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Pelatihan Teknisi Reguler,COMPLETED,4795200,4795200
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJTW4WN7ZDYT5PMWZGP39DA3,66186051,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,32173739,32173739
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KN8ZQ2VV3RVS5T52XVR96NZ9,66473758,2026,E-Katalog 6.0,APBN,SAMUDRA ELOK MANDIRI,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP B,COMPLETED,8394930,8394930
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMX27PH80DVDHWREQ7H1NGKH,66474007,2026,E-Katalog 6.0,APBN,BANGUN KARYA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 160 JP,COMPLETED,48498120,48498120
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMQ78MJ7ZJ70MTANS896Z116,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,16703502,16703502
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KN8KSYTGX8KA9JVNRTWP99JQ,66473758,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP B,PAYMENT OUTSIDE SYSTEM,8172930,8172930
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KMYRK4M9EPP09PXHHHZD3QP8,66262863,2026,E-Katalog 6.0,APBN,DANA CIPTA KREASI,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Panitia, dan Moderator",COMPLETED,93100000,93100000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KP62RBM4MH5616TPB7Y1F5GK,66262516,2026,E-Katalog 6.0,APBN,TRI BERKAT BANGSA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,60800000,60800000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KN0Y6K25RRHQDVVQ3MFYCAKZ,66212426,2026,E-Katalog 6.0,APBN,PRAJAYA ADHIMULIA SOLUSINDO,E-Purchasing,Barang,Perlengkapan Persuratan dan Kearsipan ,COMPLETED,25974000,25974000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJVV77X62D994KMQWVXSRHT8,66185882,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan Project Based Learning A,COMPLETED,35904726,35904726
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KHWF1Y3X22BQXCCCYQA4D8GT,65219156,2026,E-Katalog 6.0,APBN,CAKRA WIJAYA SOLUSI,E-Purchasing,Jasa Lainnya,Perpanjangan Lisensi Perangkat Email Gateway - Fortimail (Fortinet),COMPLETED,615274783,0
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANYUWANGI - 051102,01KG8YTQQ0NRZMGT8QNNDQM0JP,62258236,2026,E-Katalog 6.0,APBN,PUTRA SAVANA CANGKRINGSARI,E-Purchasing,Jasa Lainnya,Pengadaan Tenaga Alih Daya / Outsoursing sebanyak 28 orang Tahun 2026,PAYMENT OUTSIDE SYSTEM,41407373,41407373
KEMENTERIAN KETENAGAKERJAAN,POLITEKNIK KETENAGAKERJAAN - 352632,01KHB3ENKJR74QBDQF57ZR3QTR,63952286,2026,E-Katalog 6.0,APBN,AYOOKLIK AIRMAS PERKASA,E-Purchasing,Barang,Pembelian PC All in One / Laptop,COMPLETED,332187480,332187480
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRDGVY1M1FFWCQXTWQMYD33H,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,4115325,4115325
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KHAHWBYSMGB6ZNNQAJN3NY4Z,65572112,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Operasional Dukungan Pelaksanaan Sertifikasi ,COMPLETED,5526579,5526579
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KRGFE1Y7S3XMAQDPK36XRK6P,66124022,2026,E-Katalog 6.0,APBN,LIBBE DWIPURA SENTOSA,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,53820000,53820000
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KFYNNK2Y7CWSFYDF07DGGQKP,62818934,2026,E-Katalog 6.0,APBN,AJAVI MUBAROK,E-Purchasing,Jasa Lainnya,PENGADAAN TENAGA ALIH DAYA PENGEMUDI BIRO PERENCANAAN DAN MANAJEMEN KINERJA SEKRETARIAT JENDERAL KEMENTERIAN KETENAGAKERJAAN,PAYMENT OUTSIDE SYSTEM,104395500,104395500
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KPA1NW55T99YCDE5WQX9J7H0,66020897,2026,E-Katalog 6.0,APBN,NARENDRA KARYA,E-Purchasing,Barang,Belanja Bahan Pelatihan TMT,COMPLETED,19180800,19180800
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KP53JTCGR48867HRBHKH6S97,66901922,2026,E-Katalog 6.0,APBN,SINERGI DINAMIKA JAYA,E-Purchasing,Barang,Elektronik Biro Keuangan,COMPLETED,514649995,514649995
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN - 451094,01KJYJED2S230MWGK6V2YJSDQN,66161334,2026,E-Katalog 6.0,APBN,P. MUTIARA,E-Purchasing,Barang,Pakaian Kerja 186 Paket PNBP,PAYMENT OUTSIDE SYSTEM,4795200,4795200
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANYUWANGI - 051102,01KN659Q1EP9PSXQ2P308K204Q,66371943,2026,E-Katalog 6.0,APBN,PUNTADEWA INDONESIA SEMBILAN SEMBILAN,E-Purchasing,Barang,Pelatihan Vokasi Bidang Industri dan Jasa Reguler Non Boarding Bisnis Manajemen,COMPLETED,23560000,23560000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KMY14ZAQNCNDNP1P8QARF01D,66262516,2026,E-Katalog 6.0,APBN,HOTEL UTAMA BEKASI,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,76000000,76000000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KN6ATVEBNYQ7Q0YCZ22FT6EE,66212426,2026,E-Katalog 6.0,APBN,PRAJAYA ADHIMULIA SOLUSINDO,E-Purchasing,Barang,Perlengkapan Persuratan dan Kearsipan ,COMPLETED,27910950,27910950
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KF00A3XZ7KFT1A6SV54CG6W2,63289311,2026,E-Katalog 6.0,APBN,ZIEBAR INDONESIA,E-Purchasing,Jasa Lainnya,"Pengadaan Jasa Tenaga Alih Daya Petugas Kebersihan, Pramubakti dan Pengemudi BBPKK (periode Januari 2026)",COMPLETED,100800000,100800000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNKEA4BA680DZXNHZT55YFBH,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,5901870,5901870
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KMHMKNVJCME1C0DQETVZJX9R,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,7478625,7478625
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK8WR0ZJWAGVM096HXD71ZR9,66185971,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelatihan Teknisi Reguler,COMPLETED,27972666,27972666
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXFKSFYPAGDV9VB82392T49,66185950,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,5393490,5393490
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KH0QBY1041F03QJCGK7A1Z9V,65584502,2026,E-Katalog 6.0,APBN,MENSANA ANEKA PROPERTI,E-Purchasing,Jasa Lainnya,Pengadaan Paket Fullboard Meeting Luar Kota LISTRAF Komponen C,COMPLETED,45600000,45600000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG - 452542,01KK86SQG6BRE5RV4GCZ3FWCT0,66212079,2026,E-Katalog 6.0,APBN,PAGAR ALAM LESTARI,E-Purchasing,Barang,ATK dan Komputer Supllies Bidang dan Kejuruan,COMPLETED,6164812,6164812
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KEXDYFK70SG05GK64BBXD2DD,63289293,2026,E-Katalog 6.0,APBN,JAYAWIJAYA PUTRA MANDIRI,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Sewa Kendaraan Operasional Roda 4 ,COMPLETED,67500006,67500006
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMQ0ZBK1EKAWWP1EN48V6Y6W,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,19696506,19696506
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKTWVNMZ3CXR5RRN9226HNT4,66185950,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,11457420,11457420
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KH0CC45K7JZ90NXRF1PGQ0ZV,65242097,2026,E-Katalog 6.0,APBN,BERSATU ABADI SEJAHTERA,E-Purchasing,Jasa Lainnya,paket meeting fullboard penyelenggara dan peserta - Penguatan Keahlian Mediasi,COMPLETED,148800000,148800000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR - 230302,01KN19EBT3525XQAC0ZXP9T9CY,63390080,2026,E-Katalog 6.0,APBN,ALEA,E-Purchasing,Barang,Pakaian Kerja,COMPLETED,44122500,44122500
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KQ72NGCDWRKJC3YXY1KS3R7Z,66123883,2026,E-Katalog 6.0,APBN,GAYAWAHANA INTI,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",COMPLETED,72000000,72000000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KKE01K8VY98WABEV9CCWED9W,66258191,2026,E-Katalog 6.0,APBN,CITRA KIRANA APARTEL,E-Purchasing,Jasa Lainnya,Paket Fullboard Peserta dan Panitia,COMPLETED,64680000,64680000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KN90CX0FY94A05ME6QQ464EV,66473758,2026,E-Katalog 6.0,APBN,SAMUDRA ELOK MANDIRI,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP B,COMPLETED,8394930,8394930
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN148WXR6EXFJ9C31MVTHRWB,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,6567093,6567093
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KN1JD7ZQYTD9H8WJXJTC9FNM,65245662,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan PBK Reguler UPTD Banten (7 Paket),PAYMENT OUTSIDE SYSTEM,39946347,39946347
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMWJRPPPJD0T4EYN8CVQWVH3,66473957,2026,E-Katalog 6.0,APBN,FAJAR MANDIRI INDONESIA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,COMPLETED,11442546,11442546
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKZ5QWMWF3BGS315FGPPPQMV,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,19611036,19611036
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNTTWAA1XQQS0PB0P5S6VKGF,66185662,2026,E-Katalog 6.0,APBN,CAHAYA MADINAH,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,15473400,15473400
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KK13QR34Y52QF81CRVHY0MMM,65991352,2026,E-Katalog 6.0,APBN,GAYAWAHANA INTI,E-Purchasing,Jasa Lainnya,"Paket Pertemuan Fullboard Peserta, Moderator, dan Penyelenggara Dalam Kota Konsinyering Penyusunan Framework Maturitas Hubungan Industrial  ",PAYMENT OUTSIDE SYSTEM,52200000,52200000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KMZ00SGWEYYZFQE8S6509XPG,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,2567430,2567430
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS LOMBOK TIMUR - 230302,01KPQJ2C70HB9B6BX7X1SBM7RY,63390072,2026,E-Katalog 6.0,APBN,ALEA,E-Purchasing,Barang,Pakaian Kerja,PAYMENT OUTSIDE SYSTEM,83250000,83250000
KEMENTERIAN KETENAGAKERJAAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN - 450990,01KPDAE7NASS0HQGACAGAR84W0,66942964,2026,E-Katalog 6.0,APBN,AGUSTINA SAKTI MANDIRI,E-Purchasing,Barang,Biaya Konsumsi Klasikal - PELATIHAN DASAR CALON PEGAWAI NEGERI SIPIL,COMPLETED,99860000,99860000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KNRAZJ3CDZZSNTAFW8M1A31Y,66305805,2026,E-Katalog 6.0,APBN,PUTRA BTU,E-Purchasing,Barang,Belanja Barang Persediaan Safety Shoes  UPTD BLK Disnaker Sragen,PAYMENT OUTSIDE SYSTEM,5360004,5360004
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KS4KMX1KS1T6SYWNA2GY4VV4,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),COMPLETED,3179040,3179040
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN3DV849TBQVVYRW4X2R1P1R,66186051,2026,E-Katalog 6.0,APBN,DIAMOND MITRA SUKSES,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,6063250,6063250
KEMENTERIAN KETENAGAKERJAAN,BALAI KESELAMATAN DAN KESEHATAN KERJA BANDUNG - 350079,01KNV3GNETTK9SWGXH8527VBNG,66812896,2026,E-Katalog 6.0,APBN,HAS ENVIRONMENTAL,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Peralatan dan Mesin,PAYMENT OUTSIDE SYSTEM,16650000,0
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SAMARINDA - 451108,01KP58P4DB2PRKRZ9B5TM0THC1,66386502,2026,E-Katalog 6.0,APBN,MEDIA JAYA SEJAHTERA,E-Purchasing,Barang,Pakaian Kerja,COMPLETED,59829000,59829000
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KDTHE1VC64DC0PVQQC6A4752,62540495,2026,E-Katalog 6.0,APBN,ARTA TANYO INDONESIA,E-Purchasing,Barang,Sewa Kendaraan Operasional Eselon II,COMPLETED,317016000,317016000
KEMENTERIAN KETENAGAKERJAAN,INSPEKTORAT JENDERAL - 259031,01KEEG7VCVFFS1TWNK55XQF6X8,62697975,2026,E-Katalog 6.0,APBN,BINAJASA ABADIKARYA,E-Purchasing,Jasa Lainnya,Belanja Jasa Lainnya,PAYMENT OUTSIDE SYSTEM,2045533152,2045533152
KEMENTERIAN KETENAGAKERJAAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN - 450990,01KPZ95AE2AHJEQSMHXZPVQXFX,66942964,2026,E-Katalog 6.0,APBN,AGUSTINA SAKTI MANDIRI,E-Purchasing,Barang,Biaya Konsumsi Klasikal - PELATIHAN DASAR CALON PEGAWAI NEGERI SIPIL,COMPLETED,103360000,103360000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXEG4BE2N6JE4QR3ST7SC3P,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,8987548,8987548
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KP7JNFJWC75YPTYCNP8NMZER,66123873,2026,E-Katalog 6.0,APBN,KIYANA HOTEL MANAGEMEN,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",COMPLETED,54000000,54000000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRG1JYAXM6S2EDMD0R7PY7TZ,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,1285380,1285380
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KSEW4CRCCZH3EH01EYHQYXH3,62801553,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan ,COMPLETED,3466530,3466530
KEMENTERIAN KETENAGAKERJAAN,DIREKTORAT BINA KELEMBAGAAN PELATIHAN VOKASI - 626131,01KJ6R5Q76P8FX2ZABD6PRR43K,65017646,2026,E-Katalog 6.0,APBN,RIVADA SEJAHTERA ABADI,E-Purchasing,Jasa Lainnya,Pengemudi/Asisten Ahli/Tenaga Ahli Sub Profesional,PAYMENT OUTSIDE SYSTEM,319720884,319720884
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KMYQWES2V0H872TWDJFS213Y,65245662,2026,E-Katalog 6.0,APBN,SINAR RAFIAN,E-Purchasing,Barang,Pengadaan Bahan Pelatihan PBK Reguler UPTD Banten (7 Paket),COMPLETED,29865105,29865105
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG BARAT - 021212,01KJV94ANE66EDGB6DBM47B7DN,66148649,2026,E-Katalog 6.0,APBN,RAKINDO KARYA PUTRA,E-Purchasing,Barang,Pakaian Kerja Peserta Pelatihan Vokasi Bidang Pertanian dan Perikanan dan Pelatihan Vokasi Green Jobs (PNBP),PAYMENT OUTSIDE SYSTEM,167378232,167378232
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KN25ZN5Q63C5ZVC2KBWZWF1B,66262516,2026,E-Katalog 6.0,APBN,SUKSES ANUGERAH SELARAS,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,60000000,60000000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN6P0RS0AZPKM0PETQGCSNDA,63840283,2026,E-Katalog 6.0,APBN,PERMATA CITRA CEMERLANG,E-Purchasing,Jasa Lainnya,"Paket Fullboard Moderator, Peserta dan Penyelenggara Dialog Tripartit Dalam Pengembangan Kebijakan Ketenagakerjaan",PAYMENT OUTSIDE SYSTEM,88920000,88920000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRDE9CJD6V1A2Z0692SCMHY8,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,1960815,1960815
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMZ51288QH9H316A6JW4BHGH,66473957,2026,E-Katalog 6.0,APBN,FAJAR MANDIRI INDONESIA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,COMPLETED,4841154,4841154
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMYRM3X3RF0RJAZKS6BABT75,66473604,2026,E-Katalog 6.0,APBN,BANGUN KARYA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 160 JP A,COMPLETED,33371040,33371040
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KPA04JJ6RB6VZGT73K3B62AV,66186207,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Teknisi Berdurasi Panjang,COMPLETED,4795200,4795200
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KK1BVN5FG07MTW3515Y8PBQG,65232671,2026,E-Katalog 6.0,APBN,PURI PERSADA LAMPUNG,E-Purchasing,Jasa Lainnya,Paket Fullboard Meeting Panitia dan Peserta Fullboard (Peningkatan Kompetensi Teknis Mediator HI),COMPLETED,143220000,143220000
