Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KEMENTERIAN KETENAGAKERJAAN,DIREKTORAT BINA PERLUASAN KESEMPATAN KERJA - 626041,01KS4BNJ66A0M8EHHVTFKV07P1,65907112,2026,E-Katalog 6.0,APBN,OASIS HOTEL BOGOR,E-Purchasing,Jasa Lainnya,Fullboard Paket Meeting - Persiapan Pelaksanaan Penyaluran Bantuan Kegiatan Padat Karya - Verifikasi dan Identifikasi Calon Penerima Bantuan Padat Karya,COMPLETED,68000000,68000000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BELITUNG - 352631,01KNNY040AFGCBDSRDFQVQA0Y0,66567912,2026,E-Katalog 6.0,APBN,CV Ar Sakha,E-Purchasing,Barang,"Pengadaan Bahan Pelatihan TMT, PBL, dan PBK Batch 1 BPVP Belitung",COMPLETED,4778550,4778550
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KS4R10SGP5YXCQGV2AYY6WNF,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),PAYMENT OUTSIDE SYSTEM,3179040,3179040
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMYVEJDZRGB307YFV9CCDZH7,66473957,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,PAYMENT OUTSIDE SYSTEM,9712500,9712500
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KPA92GT0YAQGY655WMMEDM7A,66185882,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Project Based Learning A,COMPLETED,24575400,24575400
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KK0X0K9HX99XMBG4TFA5G7B3,65871014,2026,E-Katalog 6.0,APBN,GRAND DARMO SUITE,E-Purchasing,Barang,"Paket Fullboard Moderator, Peserta dan Penyelenggara Sinergitas LKS Tripartit Nasional dan LKS Tripartit Daerah",PAYMENT OUTSIDE SYSTEM,100092000,100092000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KKDYXFT4K7ZZ8ZTJVEZFFD0E,66342568,2026,E-Katalog 6.0,APBN,ULTIMA ABDI SEJAHTERA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP RM (60 Paket),COMPLETED,11036730,11036730
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KPQM11T86XBH7AH8K962B6W9,63091859,2026,E-Katalog 6.0,APBN,SUMBER VOKASI NUSANTARA,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,23183460,23183460
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KHSZD93ZNDK7MCQREFTKT2SG,63096783,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan PBK Reguler UPTP (54 Paket),COMPLETED,334674546,334674546
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BELITUNG - 352631,01KRZHXKDWHGJAJE3G006A45WH,66567912,2026,E-Katalog 6.0,APBN,CV Ar Sakha,E-Purchasing,Barang,"Pengadaan Bahan Pelatihan TMT, PBL, dan PBK Batch 1 BPVP Belitung",COMPLETED,2991450,2991450
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KPQCE1X7QG9MR4F0BW5H66EK,63091859,2026,E-Katalog 6.0,APBN,SINAR RAFIAN,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,4078140,4078140
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRZFJ25P063NE6F3A7T36284,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,981240,981240
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KQ91CZM5AQV430GQWE6JXTDZ,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,5677650,5677650
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJYMBF4FK9RJS778P1V9PH2C,65956099,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,17312448,17312448
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KHAEZ4GYSFJHPRKDFA3T7C98,62804537,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,57968640,57968640
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KNB717YRHHYBSAWWQCJWRE0S,66262515,2026,E-Katalog 6.0,APBN,SUMBER NIAGA INTI PERKASA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,102600000,102600000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMS7RX1EGY2XCKVRW6ES0VDW,66473957,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,PAYMENT OUTSIDE SYSTEM,16345860,16345860
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKZZN7H9EFSY5ZDE9B9F8MAM,66185950,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,9500490,9500490
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KPA55XPX6ARRHFPNJSXATJBX,65242511,2026,E-Katalog 6.0,APBN,KARYA CIPTA PESONA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Konteks PPHI pada luar PHI/MA,COMPLETED,150880000,150880000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KFCH3SQB5S7VC1JFFW09X386,64810766,2026,E-Katalog 6.0,APBN,KARYA CAHAYA ANUE,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Tenaga Alih Daya Satpam BBPKK (periode Januari 2026),COMPLETED,48000000,48000000
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KFAHVHTQHA83A3P50D480KME,62918717,2026,E-Katalog 6.0,APBN,NIAGA ABADI,E-Purchasing,Jasa Lainnya,Sewa Mesin Fotokopi Biro Keuangan dan BMN,COMPLETED,65999999,65999999
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN1NH3C40AJY9ZDMP6ZFJ84E,66262863,2026,E-Katalog 6.0,APBN,PARAMOUNT ENTERPRISE INTERNATIONAL,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Panitia, dan Moderator",COMPLETED,74480000,74480000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KMZ0YZ8WCCSD2TPTRVYSA0SE,65992188,2026,E-Katalog 6.0,APBN,ANTARES SINAR KARUNIA,E-Purchasing,Jasa Lainnya,"Paket Pertemuan Fullboard Peserta, Moderator, dan Penyelenggara DIALOG SOSIAL BAGI PENGURUS DAN ANGGOTA SERIKAT PEKERJA/SERIKAT BURUH TINGKAT PERUSAHAAN  ",PAYMENT OUTSIDE SYSTEM,89380000,89380000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN43SZ11TNWWZ2ZNQ3WWTZYY,63840283,2026,E-Katalog 6.0,APBN,HAJI SUKRESNO PROPERTINDO,E-Purchasing,Jasa Lainnya,"Paket Fullboard Moderator, Peserta dan Penyelenggara Dialog Tripartit Dalam Pengembangan Kebijakan Ketenagakerjaan",PAYMENT OUTSIDE SYSTEM,92340000,92340000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJYJWGM8ESFR2BN7NHEVWNAX,65956099,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,22526562,22526562
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KN6GY490WP8KJC9HDB4TVXD8,62532437,2026,E-Katalog 6.0,APBN,ANUGERAH SOLUSI CEMERLANG,E-Purchasing,Barang,Laptop,PAYMENT OUTSIDE SYSTEM,14518800,14518800
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KJCEBR134V18FFEW3F2S3DRJ,65241381,2026,E-Katalog 6.0,APBN,JAVA PARADISE ISLAND,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard - Penguatan Teknik PPHI BUMN (Luar Kota),COMPLETED,182000000,182000000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KPQETQB526QZQCR37RGYYVXQ,66258192,2026,E-Katalog 6.0,APBN,GUNA SETIA WISATA,E-Purchasing,Jasa Lainnya,Paket Fullboard Peserta dan Panitia,COMPLETED,62700000,62700000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KH07PRW9SVJ8GY5TC4N3HKJQ,65242517,2026,E-Katalog 6.0,APBN,KAYANA ADHIKARI NUSANTARA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Moderator Penyelenggara dan Peserta - Konsultasi Teknis PPHI pada PHI/MA,PAYMENT OUTSIDE SYSTEM,174800000,174800000
KEMENTERIAN KETENAGAKERJAAN,INSPEKTORAT JENDERAL - 259031,01KNV289XT40428RGCK902ZEVP,66877021,2026,E-Katalog 6.0,APBN,BOGOR RAYA DEVELOPMENT,E-Purchasing,Barang,Meeting Fullboard Rapat Koordinasi Strategi Pengawasan Tahun 2026,PAYMENT OUTSIDE SYSTEM,373860000,373860000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMX6VC4HZFEX26F9S8014J97,66473604,2026,E-Katalog 6.0,APBN,BANGUN KARYA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 160 JP A,COMPLETED,50056560,50056560
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KKBGCP9APMK8JK2PV8HPS318,66263396,2026,E-Katalog 6.0,APBN,ROYAL WISATA ISTANA HOTEL,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Panitia dan Peserta,COMPLETED,52250000,52250000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KH09QJRK18D836K111S61PN8,65241381,2026,E-Katalog 6.0,APBN,PESONA INDAH GETS,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard - Penguatan Teknik PPHI BUMN (Luar Kota),COMPLETED,138320000,138320000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KNH06A4E8MTY0VKX0ARFAD14,66258191,2026,E-Katalog 6.0,APBN,ADHI COMMUTER PROPERTI,E-Purchasing,Jasa Lainnya,Paket Fullboard Peserta dan Panitia,COMPLETED,54120000,54120000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KNN2B9ZXC11R58KCQ61G4JNC,66262516,2026,E-Katalog 6.0,APBN,BUANA BOTANI ELOK,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,80000000,80000000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KQ6HKMTMW63X628F6CJ76AC9,63091859,2026,E-Katalog 6.0,APBN,VARTEX REZATAMA CREATIVE,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,7139520,7139520
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK882PMPGTJACCC0Y57FP7BE,65956099,2026,E-Katalog 6.0,APBN,DWI JAYA AGUNG,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,11476790,11476790
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KQBJHG6WPP9KYEMW3H62NYEB,63091859,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,5231985,5231985
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKBB5XDX047HXGKYNN48GS5X,62803988,2026,E-Katalog 6.0,APBN,SARANA MULIA,E-Purchasing,Barang,Belanja Bahan Project Based Learning B,COMPLETED,41183886,41183886
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP5DB185X805KJARYZ1YRFEA,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3325893,3325893
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP7Z3V2C38W3X9EDMGJ0CKKS,66186288,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan PBK Reguler Daring,COMPLETED,23976000,23976000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KKTGKQHWKTBJKQ3BT6S3MXW7,66399315,2026,E-Katalog 6.0,APBN,PUTRI SADEWO,E-Purchasing,Barang,"Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo",PAYMENT OUTSIDE SYSTEM,49405168,49405168
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KK8VEATCA198WXP4Q5QDZYC7,66124023,2026,E-Katalog 6.0,APBN,SERANG ASRI HOTEL,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,54400000,54400000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KHAHPN5MCG7Y197AKJS3GMM3,62806112,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,67177200,67177200
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KGE8JA2C3KKFYE95KGJAWPAT,64812272,2026,E-Katalog 6.0,APBN,LINTAS TELEMATIKA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Layanan Internet (periode Februari 2026),COMPLETED,28860000,28860000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KNR7Y2GMWPCQ0YAQYYBK4GY7,66867494,2026,E-Katalog 6.0,APBN,PEMBAWA RIZKI INVESTAMA,E-Purchasing,Barang,Belanja Bahan Fasilitasi Dan Pembinaan Calon Tenaga Kerja Di Pekerjaan Hijau,COMPLETED,56776500,56776500
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KP7HMMH9QEQGHQEAJSP4YXS3,65990428,2026,E-Katalog 6.0,APBN,BUMI BALI AGUNG,E-Purchasing,Jasa Lainnya,"Paket Fullboard Meeting Moderator, Penyelenggara dan Peserta Dialog Penguatan Pembentukan LKS Bipartit di Perusahaan  ",COMPLETED,106590000,106590000
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KJCBKJVM2DR732AM3GRMN6EY,62530960,2026,E-Katalog 6.0,APBN,GOSYEN SOLUSINDO CEMERLANG,E-Purchasing,Barang,Laptop,PAYMENT OUTSIDE SYSTEM,45499999,45499999
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SAMARINDA - 451108,01KMQ2M0EQ44958E6RD2N9FCNZ,66386506,2026,E-Katalog 6.0,APBN,MEDIA JAYA SEJAHTERA,E-Purchasing,Barang,Pakaian Kerja,COMPLETED,35897400,35897400
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KJSA5H946PF387FP8948H0BW,65990428,2026,E-Katalog 6.0,APBN,BANUA PANDIANG ANDIKO,E-Purchasing,Jasa Lainnya,"Paket Fullboard Meeting Moderator, Penyelenggara dan Peserta Dialog Penguatan Pembentukan LKS Bipartit di Perusahaan  ",PAYMENT OUTSIDE SYSTEM,99180000,99180000
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KQXQZAYDFVMA3W691WEATA1H,62773117,2026,E-Katalog 6.0,APBN,HOTEL SAHID JAYA INTERNATIONAL,E-Purchasing,Jasa Lainnya,Paket Meeting Kerja Sama Dalam Negeri,COMPLETED,95760000,95760000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJXV2205JE4GX03QNQBH9CZB,65956099,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,28081812,28081812
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KKDJGDT82N4A3158RQW09JWY,66124023,2026,E-Katalog 6.0,APBN,ARGA ANANTYA,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,54400000,54400000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KGS849NTKE866ME70Q4A7VJ2,65232675,2026,E-Katalog 6.0,APBN,SOLO REGENCY HOTEL,E-Purchasing,Jasa Lainnya,Paket Fullboard Meeting Panitia dan peserta Fullboard (Peningkatan Soft skill Mediator Hubungan Industrial),COMPLETED,117040000,117040000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN3XG1WWZEGBHXSNVS9H59SR,66185882,2026,E-Katalog 6.0,APBN,DIAMOND MITRA SUKSES,E-Purchasing,Barang,Belanja Bahan Project Based Learning A,COMPLETED,5688000,5688000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK0WJAC5XZ0ZKHNWEK0JG9PE,62801553,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan ,COMPLETED,27572289,27572289
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANYUWANGI - 051102,01KJC2NP1HNB83PX5EKCZDSFHC,62259010,2026,E-Katalog 6.0,APBN,KOJO GROUP INDONESIA,E-Purchasing,Barang,Pelatihan Vokasi Bidang Teknologi Informasi dan Komunikasi Teknisi PNBP,PAYMENT OUTSIDE SYSTEM,190609200,190609200
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN - 451094,01KJVM6T6TKS0AST0M6HWKTX35,66165439,2026,E-Katalog 6.0,APBN,P. MUTIARA,E-Purchasing,Barang,Pakaian Kerja 49 Paket RM,PAYMENT OUTSIDE SYSTEM,9590400,9590400
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KK8D0W652S2EJDXNQRM4VYCN,65241382,2026,E-Katalog 6.0,APBN,SINAR RAJAWALI,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Penguatan Teknik PPHI Swasta (Dalam Kota),COMPLETED,198900000,198900000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KQ6DEPKD6SDCKEXTRDJJ9A6Y,63091859,2026,E-Katalog 6.0,APBN,SINAR RAFIAN,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,26053920,26053920
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KTN6RG95W1ZSC86D8Y1TDS26,66135360,2026,E-Katalog 6.0,APBN,MALANG SELALU MAJU,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,82800000,82800000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK12XF16VCCQ3ZW7FP0SPA0K,66186257,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring ,COMPLETED,16106211,16106211
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KMQ3ET0DZCJ7246PYA7R2RC4,65992087,2026,E-Katalog 6.0,APBN,KAREBOSI INTI LESTARI,E-Purchasing,Jasa Lainnya,"Paket Pertemuan Fullboard Peserta, Moderator dan Penyelenggara Luar Kota Optimalisasi, Koordinasi, dan Konsolidasi Tim Deteksi Dini ",PAYMENT OUTSIDE SYSTEM,128740000,128740000
KEMENTERIAN KETENAGAKERJAAN,DIREKTORAT BINA PERLUASAN KESEMPATAN KERJA - 626041,01KJ4AX4ADH6M66C5NPFXMJF95,65819141,2026,E-Katalog 6.0,APBN,SHR HOTEL INDONESIA,E-Purchasing,Jasa Lainnya,Fullboard Meeting - Persiapan Pelaksanaan Program Perluasan Kesempatan Kerja Bidang Tenaga Kerja Mandiri - Finalisasi Draft Juknis TKMP 2026,PAYMENT OUTSIDE SYSTEM,119700000,119700000
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KT69BVRZCG797RTZ01RTMBVD,67153113,2026,E-Katalog 6.0,APBN,EMINENCE HOSPITALITY SERVICES,E-Purchasing,Jasa Lainnya,Paket Fullboard Meeting Twin Share Bimbingan Teknis Siklus Perencanaan dan Penganggaran,COMPLETED,225344000,225344000
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KEH2974WEZZKREF8EQWP76FF,62540504,2026,E-Katalog 6.0,APBN,PALIPI SUKSES MANDIRI,E-Purchasing,Barang,Sewa Kendaraan Operasional Eselon I,COMPLETED,208791000,208791000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KQE55AS107ZMHQ06K67FD1BC,65846990,2026,E-Katalog 6.0,APBN,JAVA PARADISE ISLAND,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Tahap Pelaksanaan Rekrutmen (Dalam Kota),COMPLETED,110000000,110000000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KMHGFSB3972VG8DGFNXCWBEB,66185950,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,11935275,11935275
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN1QWHTCXQAHA9V5ZGPP08Y9,66262516,2026,E-Katalog 6.0,APBN,BRAMA WISATA NUSANTARA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,102600000,102600000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG - 452542,01KKB6G6HNT6AHTHPHRK3R3VX9,66332297,2026,E-Katalog 6.0,APBN,SUKATAN JAYA,E-Purchasing,Barang,Belanja Pakaian Kerja Pelatihan Batch 1 ,PAYMENT OUTSIDE SYSTEM,119200680,119200680
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN - 451094,01KN1Q53A23EHTCHY69VC10BJW,66121266,2026,E-Katalog 6.0,APBN,PERKASA INDAH,E-Purchasing,Jasa Lainnya,Konsumsi Peserta Pelatihan 140 JP Reguler PNBP,PAYMENT OUTSIDE SYSTEM,3861000,3861000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK8TQE0S5RJ5VX9CBKEFPY1B,62803988,2026,E-Katalog 6.0,APBN,SARANA MULIA,E-Purchasing,Barang,Belanja Bahan Project Based Learning B,COMPLETED,43322190,43322190
