kd_metode_pengadaan;spesifikasi_pekerjaan;tahun_anggaran;status_delete_rup;tgl_awal_kontrak;metode_pengadaan;urarian_pekerjaan;tgl_akhir_pemilihan;status_pradipa;tgl_akhir_pemanfaatan;spp_aspek_ekonomi;tgl_awal_pemilihan;status_ukm;spp_aspek_lingkungan;tgl_akhir_kontrak;volume_pekerjaan;kd_rup;tgl_awal_pemanfaatan;tgl_pengumuman_paket;nama_satker;kd_jenis_pengadaan;jenis_klpd;kd_satker_str;nip_ppk;status_dikecualikan;spp_aspek_sosial;username_ppk;nama_paket;nama_ppk;kd_satker;nama_klpd;status_pdn;status_aktif_rup;kd_klpd;status_konsolidasi;status_umumkan_rup;tgl_buat_paket;tipe_paket;jenis_pengadaan;pagu;last_update_ref;alasan_non_ukm;kd_rup_swakelola;nomor_kontrak;kode_rup_tahun_pertama;tahun_pertama;alasan_dikecualikan;kd_rup_lokal
9;Sesuai Spesifikasi teknis ;2026;FALSE;2026-01-01;E-Purchasing;"1. Bahan Komputer ( 1, PKT, @ 1500000 ); 
2. Konsumsi ( 300, OK, @ 81000 ); 
3. ATK ( 1, PKT, @ 1500000 ); 
4. Penggandaan ( 1, PKT, @ 750000 ); 
";2026-01-01;Non-PraDIPA;2026-12-01;TRUE;2026-01-01;UKM;TRUE;2026-12-01T00:00:00Z;1 Paket;63990216;2026-01-01;2026-02-27T10:28:55.993Z;Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;1;KEMENTERIAN;451139;***************003;FALSE;TRUE;*********194;Belanja Bahan Penyusunan Laporan (Bulanan, Triwulan, SAKIP, Prioritas Nasional dan Rencana Aksi Nasional);R*** F****** L**** A.;14069;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-21T00:00:00Z;Penyedia;Barang;28050000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;1. Konsumsi Peserta Non Boarding 260 JP ( 416, OP, @ 20000 );2026;FALSE;2026-01-01;E-Purchasing;1. Konsumsi Peserta Non Boarding 260 JP ( 416, OP, @ 20000 );2026-01-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 416, OP, @ 20000 );66184239;2026-01-01;2026-06-22T14:23:16.168Z;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;1;KEMENTERIAN;050302;***************002;FALSE;FALSE;************194;Konsumsi Peserta Non Boarding 260 JP ;N* P*** P********* J****, S*, M*;152933;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-06-22T00:00:00Z;Penyedia;Barang;8320000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Bahan Pelatihan 18 hari (180 JP) Pariwisata (Menyiapkan Produk Roti/Bakery) ( 2, pkt, @ 25000000 ); ";2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Bahan Pelatihan 18 hari (180 JP) Pariwisata (Menyiapkan Produk Roti/Bakery) ( 2, pkt, @ 25000000 ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 2, pkt, @ 25000000 );62440085;2026-01-01;2026-01-07T14:13:16.745Z;Balai Pelatihan Vokasi dan Produktivitas Kendari;1;KEMENTERIAN;209255;***************013;FALSE;FALSE;******************775;Bahan Pelatihan 18 hari (180 JP) Pariwisata (Menyiapkan Produk Roti/Bakery);I*******;14127;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2025-12-28T00:00:00Z;Penyedia;Barang;50000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;"1. Konsumsi Peserta 140 JP ( 224, OH, ); ";2026;FALSE;2026-02-01;E-Purchasing;"1. Konsumsi Peserta 140 JP ( 224, OH, ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;( 224, OH,  );63391103;2026-02-01;2026-03-04T14:11:48.868Z;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;1;KEMENTERIAN;230302;***************001;FALSE;FALSE;*************194;Konsumsi Peserta 140 JP;R*** N*** C******;94650;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-15T00:00:00Z;Penyedia;Barang;6720000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"Bahan Pelatihan (Kej. Teknologi Pengolahan Pertanian - Pengolahan Ikan) (140 JP) ( 4, PKT, @ 16160000 );";2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Bahan Pelatihan (Kej. Teknologi Pengolahan Pertanian - Pengolahan Ikan) (140 JP) ( 4, PKT, @ 16160000 ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 4, PKT, @ 16160000 );66258168;2026-02-01;2026-03-08T13:03:29.849Z;Balai Pelatihan Vokasi dan Produktivitas Ambon;1;KEMENTERIAN;219228;***************002;FALSE;FALSE;***********************495;Bahan Pelatihan (Kej. Teknologi Pengolahan Pertanian - Pengolahan Ikan) (140 JP);A A***** M******;82643;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-08T00:00:00Z;Penyedia;Barang;64640000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Penggandaan ( 6, PKT, @ 250000 ); ";2026;FALSE;2026-01-01;Pengadaan Langsung;"1. Penggandaan ( 6, PKT, @ 250000 ); 
";2026-01-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 6, PKT, @ 250000 );66128024;2026-01-01;2026-03-12T14:17:19.727Z;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;1;KEMENTERIAN;050302;***************002;FALSE;FALSE;************194;Penggandaan;N* P*** P********* J****, S*, M*;152933;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-05T00:00:00Z;Penyedia;Barang;1500000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;Bahan Pelatihan Housekeeping Management 800 JP;2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Bahan Pelatihan Housekeeping Management 800 JP ( 1, pkt, @ 71000000 ); 
";2026-02-01;Non-PraDIPA;2026-09-01;FALSE;2026-02-01;UKM;FALSE;2026-09-01T00:00:00Z;( 1, pkt, @ 71000000 );65400722;2026-03-01;2026-02-12T09:46:46.318Z;Balai Besar Pelatihan Vokasi dan Produktivitas Medan;1;KEMENTERIAN;451094;***************005;FALSE;FALSE;******************194;Bahan Pelatihan Housekeeping Management 800 JP;R***** P********** S******, S*;14118;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-02-11T00:00:00Z;Penyedia;Barang;71000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;Pelatihan Non Boarding Bidang TIK Berupa Pengadaan Bahan Pelatihan;2026;FALSE;2026-03-01;Pengadaan Langsung;Pelatihan Non Boarding Bidang TIK Berupa Pengadaan Bahan Pelatihan;2026-03-01;Non-PraDIPA;2026-12-01;FALSE;2026-03-01;UKM;FALSE;2026-12-01T00:00:00Z;1;65914909;2026-04-01;2026-03-10T19:52:03.032Z;Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi;1;KEMENTERIAN;452558;***************001;FALSE;FALSE;*************859;Pelatihan Non Boarding Bidang TIK Berupa Pengadaan Bahan Pelatihan;Y*** M******;14111;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-02-25T00:00:00Z;Penyedia;Barang;264780000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"  - 	Jasa EO Paket Meeting Online  1 pkt x 1 hari [1 pkt x 1 hari]		1.0 pkt	4.000.000		4.000.000
";2026;FALSE;2026-01-01;Pengadaan Langsung;"1. Jasa EO Paket Meeting Online  1 pkt x 1 hari ( 1, pkt, @ 4000000 ); 
";2026-01-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;1 Paket;66158026;2026-01-01;2026-03-04T10:13:09.205Z;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;4;KEMENTERIAN;651870;***************001;FALSE;FALSE;***********194;Belanja Jasa Lainnya, PENINGKATAN KEPATUHAN ATAS PENERAPAN NORMA KERJA ANAK DI PERUSAHAAN (JAWA BARAT)*;S***** H***, S.T.;14095;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-04T00:00:00Z;Penyedia;Jasa Lainnya;3000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;"1. Pencetakan Blanko Sertifikat Kompetensi ( 200000, LBR, @ 4884); 
";2026;FALSE;2026-01-01;E-Purchasing;"1. Pencetakan Blanko Sertifikat Kompetensi ( 200000, LBR, @ 4884); 
";2026-01-01;Non-PraDIPA;2026-12-01;TRUE;2026-01-01;UKM;TRUE;2026-02-01T00:00:00Z;( 200000, LBR, @ 4884);67244012;2026-02-01;2026-06-04T11:41:40.8Z;Sekretariat Badan Nasional Sertifikasi Profesi;1;KEMENTERIAN;452533;***************001;FALSE;TRUE;****************194;Belanja Barang Persediaan Pencetakan Blanko Sertifikat Kompetensi Tahap I;S**** M******, S.E.;14108;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-06-04T00:00:00Z;Penyedia;Barang;976800000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;"1. Tunjangan Hari Raya Satpam dan Pengemudi Sulawesi Tenggara ( 7, ob, @ 3727360 ); 
";2026;FALSE;2026-02-01;E-Purchasing;"1. Tunjangan Hari Raya Satpam dan Pengemudi Sulawesi Tenggara ( 7, ob, @ 3727360 ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 7, ob, @ 3727360 );62578353;2026-02-01;2026-01-07T14:07:24.469Z;Balai Pelatihan Vokasi dan Produktivitas Kendari;4;KEMENTERIAN;209255;***************013;FALSE;FALSE;******************775;Tunjangan Hari Raya Satpam dan Pengemudi Sulawesi Tenggara;I*******;14127;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-07T00:00:00Z;Penyedia;Jasa Lainnya;26091000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;"1. Bahan Pelatihan Konstruksi Baja Ringan 180 JP ( 1, PKT,  ); 
";2026;FALSE;2026-02-01;E-Purchasing;"1. Bahan Pelatihan Konstruksi Baja Ringan 180 JP ( 1, PKT,  ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;( 1, PKT,  );63368038;2026-02-01;2026-03-04T14:09:16.688Z;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;1;KEMENTERIAN;230302;***************001;FALSE;FALSE;*************194;Bahan Pelatihan Konstruksi Baja Ringan 180 JP;R*** N*** C******;94650;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-15T00:00:00Z;Penyedia;Barang;30000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8; pembelian konsumsi rapat berupa 1 pcs nasi box dan 1 pcs menu kudapan bagi setiap peserta rapat dalam rangka Operasional Talent Innovation Hub;2026;FALSE;2026-03-01;Pengadaan Langsung;" pembelian konsumsi rapat berupa 1 pcs nasi box dan 1 pcs menu kudapan bagi setiap peserta rapat dalam rangka Operasional Talent Innovation Hub
";2026-03-01;Non-PraDIPA;2026-03-01;TRUE;2026-03-01;UKM;FALSE;2026-03-01T00:00:00Z;1 PAKET;65564942;2026-03-01;2026-03-03T12:33:24.866Z;Balai Besar Perluasan Kesempatan Kerja Bandung Barat;1;KEMENTERIAN;259322;***************002;FALSE;TRUE;************************048; Pengadaan Konsumsi Rapat Operasional Talent Innovation Hub;W**** M********;14075;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-03T00:00:00Z;Penyedia;Barang;38000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;Spesifikasi Teknis dan KAK terdapat pada lampiran;2026;FALSE;2026-03-01;Pengadaan Langsung;"1. FC Penggandaan Materi ( 90, PKT, @ 70000 ); 
2. Snack dan Konsumsi Hari Pelaksanaan Bimtek ( 333, PKT, @ 22000 ); 
3.  Konsumsi Makan Konsumsi Hari Pelaksanaan Bimtek ( 150, PKT, @ 52000 ); 
";2026-03-01;Non-PraDIPA;2026-12-01;FALSE;2026-03-01;UKM;FALSE;2026-12-01T00:00:00Z;1 Paket;66149099;2026-03-01;2026-03-06T08:08:15.368Z;Balai Besar Keselamatan dan Kesehatan Kerja Jakarta;1;KEMENTERIAN;350084;***************002;FALSE;FALSE;**********194;Belanja Bahan;W**** H*******;101569;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-04T00:00:00Z;Penyedia;Barang;21426000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;Terdapat pada Speksifikasi Teknis/KAK;2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Konsumsi Peserta Pelatihan Non Boarding 180 JP ( 1152, OH, @ 30000 ); 
";2026-02-01;Non-PraDIPA;2026-12-01;TRUE;2026-02-01;UKM;TRUE;2026-12-01T00:00:00Z;( 1152, OH, @ 30000 );65917058;2026-02-01;2026-03-12T16:10:38.864Z;Balai Pelatihan Vokasi dan Produktivitas Sorong;1;KEMENTERIAN;452589;***************013;FALSE;TRUE;***************194;Konsumsi Peserta Pelatihan Non Boarding 180 JP Reguler PNBP;A*** V**** K*****;14131;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-09T00:00:00Z;Penyedia;Barang;34560000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;"1.  bahan Pelatihan Design Grafis Muda 260 JP ( 1, PKT, ); 
";2026;FALSE;2026-02-01;E-Purchasing;"1. Bahan Pelatihan Design Grafis Muda 260 JP ( 1, PKT, ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;( 1, PKT,  );63364613;2026-02-01;2026-03-04T14:09:16.688Z;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;1;KEMENTERIAN;230302;***************001;FALSE;FALSE;*************194;Pelatihan Design Grafis Muda 260 JP;R*** N*** C******;94650;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-15T00:00:00Z;Penyedia;Barang;12000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;terlampir;2026;FALSE;2026-07-01;Pengadaan Langsung;"1. Pakaian Kerja ( 112, POT, @ 150000 ); 
";2026-06-01;Non-PraDIPA;2026-08-01;FALSE;2026-06-01;UKM;FALSE;2026-07-01T00:00:00Z;( 112, POT, @ 150000 );62166222;2026-07-01;2026-03-03T07:52:36.252Z;Balai Pelatihan Vokasi dan Produktivitas Bantaeng;1;KEMENTERIAN;191206;***************001;FALSE;FALSE;*********194;Pakaian Kerja;A*** J***** S******;95119;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2025-12-30T00:00:00Z;Penyedia;Barang;16800000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Spanduk/Dokumentasi Rapat Koordinasi ( 2, BK,   ); 
";2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Spanduk/Dokumentasi Rapat Koordinasi ( 2, BK,   ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;( 2, BK, );63393276;2026-02-01;2026-03-04T14:18:41.865Z;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;1;KEMENTERIAN;230302;***************001;FALSE;FALSE;*************194;Spanduk/Dokumentasi Rapat Koordinasi;R*** N*** C******;94650;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-17T00:00:00Z;Penyedia;Barang;500000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Komputer Supplies ( 2, pkt, @ 750000 ); ";2026;FALSE;2026-01-01;Pengadaan Langsung;"1. Komputer Supplies ( 2, pkt, @ 750000 ); 
";2026-01-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 2, pkt, @ 750000 );66263371;2026-01-01;2026-03-07T15:15:44.149Z;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;1;KEMENTERIAN;451270;***************002;FALSE;FALSE;***********194;Komputer Supplies;N***** P****;14076;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-06T00:00:00Z;Penyedia;Barang;1500000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;Spesifikasi sesuai KAK;2026;FALSE;2026-05-01;Pengadaan Langsung;"1. Bahan Pelatihan Teknisi AC Residential (Publik) 260 JP ( 1PKT); 
";2026-04-01;Non-PraDIPA;2026-12-01;FALSE;2026-04-01;UKM;FALSE;2026-06-01T00:00:00Z;( 1, PKT );63632758;2026-06-01;2026-03-03T10:06:55.662Z;Balai Besar Pelatihan Vokasi dan Produktivitas Bandung;1;KEMENTERIAN;452542;***************006;FALSE;FALSE;************************226;Bahan Pelatihan Teknisi AC Residential (Publik) 260 JP;C********* D*** R********;14110;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-03T00:00:00Z;Penyedia;Barang;32244000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Komputer Supplies ( 1, PKT, @ 1500000 ); 
";2026;FALSE;2026-01-01;Pengadaan Langsung;"1. Komputer Supplies ( 1, PKT, @ 1500000 ); 
";2026-01-01;Non-PraDIPA;2026-12-01;TRUE;2026-01-01;UKM;TRUE;2026-12-01T00:00:00Z;( 1, PKT, @ 1500000 );65594489;2026-01-01;2026-02-18T14:33:49.136Z;Balai Perluasan Kesempatan Kerja Bekasi;1;KEMENTERIAN;690634;***************003;FALSE;TRUE;******************194;Komputer Supplies;Y***** P******;164530;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-02-13T00:00:00Z;Penyedia;Barang;1500000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"  - 	Konsumsi Rapat [32 ORG x 7 JNS x 5 KL]		1120.0 ORG	81.000		90.720.000
  - 	ATK		7.0 PKT	1.500.000		10.500.000
  - 	Pelaporan		7.0 PKT	750.000		5.250.000
";2026;FALSE;2026-02-01;Pengadaan Langsung;"  - 	Konsumsi Rapat [32 ORG x 7 JNS x 5 KL]		1120.0 ORG	81.000		90.720.000
  - 	ATK		7.0 PKT	1.500.000		10.500.000
  - 	Pelaporan		7.0 PKT	750.000		5.250.000
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;1 Paket;63488147;2026-02-01;2026-02-19T10:32:35.072Z;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;1;KEMENTERIAN;651870;***************001;FALSE;FALSE;***********194;"Belanja Bahan, Penyusunan Standar Kompetensi Kerja Nasional Indonesia Bidang K3			";S***** H***, S.T.;14095;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-02-19T00:00:00Z;Penyedia;Barang;106470000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. ATK ( 6, PKT, @ 1500000 );";2026;FALSE;2026-01-01;Pengadaan Langsung;"1. ATK ( 6, PKT, @ 1500000 );";2026-01-01;Non-PraDIPA;2026-12-01;FALSE;2026-01-01;UKM;FALSE;2026-12-01T00:00:00Z;( 6, PKT, @ 1500000 );66181113;2026-01-01;2026-03-06T14:32:54.64Z;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;1;KEMENTERIAN;050302;***************002;FALSE;FALSE;************194;ATK;N* P*** P********* J****, S*, M*;152933;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-04T00:00:00Z;Penyedia;Barang;9000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Dokumentasi dan Pelaporan ( 73, PKT,  ); ";2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Dokumentasi dan Pelaporan ( 73, PKT,  ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;( 73, PKT,  );63390077;2026-02-01;2026-03-04T14:18:41.865Z;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;1;KEMENTERIAN;230302;***************001;FALSE;FALSE;*************194;Dokumentasi dan Pelaporan;R*** N*** C******;94650;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-04T00:00:00Z;Penyedia;Barang;9125000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"Bahan Pelatihan Teknisi Fabrikasi (522 JP) ( 1, PKT,  ); ";2026;FALSE;2026-03-01;Pengadaan Langsung;"1. Bahan Pelatihan Teknisi Fabrikasi (522 JP) ( 1, PKT,  ); 
";2026-03-01;Non-PraDIPA;2026-12-01;FALSE;2026-03-01;UKM;FALSE;2026-12-01T00:00:00Z;( 1, PKT,  );66404764;2026-03-01;2026-03-11T14:31:38.569Z;Balai Besar Pelatihan Vokasi dan Produktivitas Makassar;1;KEMENTERIAN;452652;***************003;FALSE;FALSE;*****194;Bahan Pelatihan Teknisi Fabrikasi (522 JP);Y*** S******;14123;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-03-11T00:00:00Z;Penyedia;Barang;68140000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
8;"1. Biaya Penggandaan Materi ( 1, PKT,   ); 
";2026;FALSE;2026-02-01;Pengadaan Langsung;"1. Biaya Penggandaan Materi ( 1, PKT,   ); 
";2026-02-01;Non-PraDIPA;2026-12-01;FALSE;2026-02-01;UKM;FALSE;2026-12-01T00:00:00Z;( 1, PKT,   );63395249;2026-02-01;2026-03-04T14:18:41.865Z;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;1;KEMENTERIAN;230302;***************001;FALSE;FALSE;*************194;Biaya Penggandaan Materi;R*** N*** C******;94650;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-01-15T00:00:00Z;Penyedia;Barang;500000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
9;"1. ATK dan Komputer Supplies ( 4, Pkt, @ 500000 ); 
";2026;FALSE;2026-01-01;E-Purchasing;"1. ATK dan Komputer Supplies ( 4, Pkt, @ 500000 ); 
";2026-01-01;Non-PraDIPA;2026-12-01;TRUE;2026-01-01;UKM;TRUE;2026-12-01T00:00:00Z;( 4, Pkt, @ 500000 );65903182;2026-01-01;2026-03-01T16:25:43.345Z;Inspektorat Jenderal;1;KEMENTERIAN;259031;***************002;FALSE;TRUE;********************125;ATK dan Komputer Supplies;S**** H*********;14068;Kementerian Ketenagakerjaan;PDN;TRUE;K34;Non-Konsolidasi;Terumumkan;2026-02-28T00:00:00Z;Penyedia;Barang;2000000;af158957-bf91-5793-9b5e-9a5712fdf4de.Nf8BghKR3o_dp0Kb.Ta9GZClETq6QFwnH9Ul5f0jI0OQAJGBO-leLr2tJQts;;;;;;;
