id_paket_anggaran_penyedia;kd_klpd;kd_satker_str;sumber_dana;tahun_anggaran_dana;status_delete_rup;status_aktif_rup;status_umumkan_rup;mak;pagu;kd_kegiatan;kd_rup;kd_komponen;nama_satker;asal_dana;jenis_klpd;asal_dana_satker;jenis_dana_apbn;kd_satker;nama_klpd;asal_dana_klpd;tahun_anggaran;last_update_ref;kd_rup_lokal;kd_subkegiatan
590033506;K34;065106;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.051.0A.521211;162000000;13683443;65568319;5248368;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;RUPIAH MURNI;14116;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
588631742;K34;451270;APBN;2026;FALSE;TRUE;Terumumkan;DN.6586.UAC.001.051.0E.521211;500000;13668983;65232692;5228571;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;PNBP;14076;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
579096172;K34;452609;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.051.0B.521211;207000000;13680526;62803988;5244788;Balai Besar Pelatihan Vokasi dan Produktivitas Semarang;K34;KEMENTERIAN;Balai Besar Pelatihan Vokasi dan Produktivitas Semarang;RUPIAH MURNI;141978;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
576194872;K34;035636;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.054.0A.521219;5712000;13587248;62084575;5108534;Balai Pelatihan Vokasi dan Produktivitas Surakarta;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Surakarta;RUPIAH MURNI;14114;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
593208105;K34;219228;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.046.051.0A.521219;3000000;13818126;66257989;5295898;Balai Pelatihan Vokasi dan Produktivitas Ambon;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Ambon;PNBP;82643;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
593983293;K34;452652;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.052.0B.521211;99000000;13834096;66400075;5299591;Balai Besar Pelatihan Vokasi dan Produktivitas Makassar;K34;KEMENTERIAN;Balai Besar Pelatihan Vokasi dan Produktivitas Makassar;RUPIAH MURNI;14123;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
592590228;K34;050302;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.013.062.0A.521811;10400000;13675181;66128308;5238731;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;RUPIAH MURNI;152933;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
579166927;K34;021212;APBN;2026;FALSE;TRUE;Terumumkan;DL.4059.SCO.002.051.0B.521211;2000000;13622152;62827403;5171870;Balai Pelatihan Vokasi dan Produktivitas Bandung Barat;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Bandung Barat;PNBP;94422;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
583516647;K34;451139;APBN;2026;FALSE;TRUE;Terumumkan;DN.7907.QDC.001.051.0B.521211;57000000;13671005;63925125;5231730;Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;RUPIAH MURNI;14069;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
581457218;K34;230302;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.030.057.0B.521211;25920000;13777688;63390806;5284588;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;RUPIAH MURNI;94650;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
593925620;K34;690633;APBN;2026;FALSE;TRUE;Terumumkan;DN.2175.BDC.004.051.0A.521211;0;13973819;66383622;5357450;Balai Perluasan Kesempatan Kerja Kendari;K34;KEMENTERIAN;Balai Perluasan Kesempatan Kerja Kendari;PNBP;161828;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
593249488;K34;451270;APBN;2026;FALSE;TRUE;Terumumkan;DN.5586.BDC.002.054.0A.521211;4500000;13668982;66262995;5228561;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;PNBP;14076;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
591481968;K34;259031;APBN;2026;FALSE;TRUE;Terumumkan;WA.2168.EBD.965.053.0C.521211;3000000;13685776;65900155;5251847;Inspektorat Jenderal;K34;KEMENTERIAN;Inspektorat Jenderal;RUPIAH MURNI;14068;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
591481228;K34;259031;APBN;2026;FALSE;TRUE;Terumumkan;WA.2168.EBD.965.052.0E.521211;960000;13685776;65899966;5251846;Inspektorat Jenderal;K34;KEMENTERIAN;Inspektorat Jenderal;RUPIAH MURNI;14068;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
583867877;K34;451139;APBN;2026;FALSE;TRUE;Terumumkan;WA.6621.EBD.955.051.AC.521211;3000000;13671006;63991099;5231739;Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja;RUPIAH MURNI;14069;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
577939038;K34;209255;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.028.051.0B.521211;440000;13618810;62440148;5167641;Balai Pelatihan Vokasi dan Produktivitas Kendari;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Kendari;RUPIAH MURNI;14127;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
593702385;K34;450938;APBN;2026;FALSE;TRUE;Terumumkan;WA.2158.EBD.955.052.0Q.521211;2800000;13599601;66331639;5136483;Sekretariat Jenderal;K34;KEMENTERIAN;Sekretariat Jenderal;PNBP;14054;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bh6AcD-xO1P6-iCy.M9ONiPfZ02yetb-KjUZsSorc97aimqBmQRJ-0l_PiaA;;
