id_paket_anggaran_penyedia;kd_klpd;kd_satker_str;sumber_dana;tahun_anggaran_dana;status_delete_rup;status_aktif_rup;status_umumkan_rup;mak;pagu;kd_kegiatan;kd_rup;kd_komponen;nama_satker;asal_dana;jenis_klpd;asal_dana_satker;jenis_dana_apbn;kd_satker;nama_klpd;asal_dana_klpd;tahun_anggaran;last_update_ref;kd_rup_lokal;kd_subkegiatan
591508824;K34;259031;APBN;2026;FALSE;TRUE;Terumumkan;WA.2171.EBA.962.051.0E.521211;41000000;13685779;65908036;5251854;Inspektorat Jenderal;K34;KEMENTERIAN;Inspektorat Jenderal;RUPIAH MURNI;14068;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
583595569;K34;352632;APBN;2026;FALSE;TRUE;Terumumkan;DL.2238.AEA.003.051.0H.521211;350000;13835047;63949762;5299939;Politeknik Ketenagakerjaan;K34;KEMENTERIAN;Politeknik Ketenagakerjaan;PNBP;171546;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
591864457;K34;352632;APBN;2026;FALSE;TRUE;Terumumkan;DL.2238.SBA.001.051.0J.522191;70000000;13835047;65990734;5299943;Politeknik Ketenagakerjaan;K34;KEMENTERIAN;Politeknik Ketenagakerjaan;PNBP;171546;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
576568911;K34;191206;APBN;2026;FALSE;TRUE;Terumumkan;WA.6988.EBA.994.002.0B.523111;19000000;13599146;62167256;5135839;Balai Pelatihan Vokasi dan Produktivitas Bantaeng;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Bantaeng;RUPIAH MURNI;95119;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
594370268;K34;450990;APBN;2026;FALSE;TRUE;Terumumkan;WA.2165.EBC.996.052.0C.521211;2450000;;66475397;5202979;Pusat Pengembangan SDM Ketenagakerjaan;K34;KEMENTERIAN;Pusat Pengembangan SDM Ketenagakerjaan;PNBP;14060;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
591802643;K34;426531;APBN;2026;FALSE;TRUE;Terumumkan;WA.6988.EBA.994.002.0D.523111;36000000;13622797;65978195;5172999;Balai Besar Pelatihan Vokasi dan Produktivitas Serang;K34;KEMENTERIAN;Balai Besar Pelatihan Vokasi dan Produktivitas Serang;RUPIAH MURNI;14130;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
593786523;K34;626011;APBN;2026;FALSE;TRUE;Terumumkan;DN.6618.BAA.001.053.0C.524119;53318000;;66351383;5176473;Pusat Pasar Kerja;K34;KEMENTERIAN;Pusat Pasar Kerja;RUPIAH MURNI;176042;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
592587968;K34;050302;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.013.051.0A.521211;49920000;13675181;66127525;5238724;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Sidoarjo;RUPIAH MURNI;152933;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
591826921;K34;352632;APBN;2026;FALSE;TRUE;Terumumkan;DL.2238.AEA.001.052.0A.522191;10000000;13835047;65983521;5299929;Politeknik Ketenagakerjaan;K34;KEMENTERIAN;Politeknik Ketenagakerjaan;PNBP;171546;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
592034151;K34;452609;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.054.0C.521211;2500000;13680526;66020897;5244791;Balai Besar Pelatihan Vokasi dan Produktivitas Semarang;K34;KEMENTERIAN;Balai Besar Pelatihan Vokasi dan Produktivitas Semarang;PNBP;141978;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
597559080;K34;035636;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.012.051.51.521211;72960000;13587248;66977035;5108551;Balai Pelatihan Vokasi dan Produktivitas Surakarta;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Surakarta;RUPIAH MURNI;14114;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
593251440;K34;065106;APBN;2026;FALSE;TRUE;Terumumkan;DL.4059.SCO.001.051.0A.521211;175000;;66263589;5248393;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;PNBP;14116;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
581461814;K34;230302;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.052.0A.521211;102080000;13777688;63392135;5284576;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;RUPIAH MURNI;94650;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
581457207;K34;230302;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.030.057.0A.521211;30000000;13777688;63390795;5284588;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Lombok Timur;RUPIAH MURNI;94650;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
593041059;K34;451270;APBN;2026;FALSE;TRUE;Terumumkan;DN.5586.PBK.001.051.0B.521211;2700000;13668982;66229879;5228567;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Hubungan Industrial dan Jaminan Sosial Tenaga Kerja;PNBP;14076;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
579175947;K34;021212;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.010.060.0A.521211;640000;13622151;62830210;5171863;Balai Pelatihan Vokasi dan Produktivitas Bandung Barat;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Bandung Barat;RUPIAH MURNI;94422;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
589920857;K34;065106;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.014.054.0A.521211;21000000;13683443;65540490;5248383;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;RUPIAH MURNI;14116;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
583133142;K34;626011;APBN;2026;FALSE;TRUE;Terumumkan;DN.6618.BGA.001.051.0A.522191;7290291000;13625244;63825486;5176477;Pusat Pasar Kerja;K34;KEMENTERIAN;Pusat Pasar Kerja;PINJAMAN LUAR NEGERI;176042;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
591491621;K34;259031;APBN;2026;FALSE;TRUE;Terumumkan;WA.2171.EBD.953.054.0B.521211;1276000;13685779;65903438;5251861;Inspektorat Jenderal;K34;KEMENTERIAN;Inspektorat Jenderal;RUPIAH MURNI;14068;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
594238320;K34;352631;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.003.053.0B.521211;414220000;13590437;66447219;5118489;Balai Pelatihan Vokasi dan Produktivitas Belitung;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Belitung;RUPIAH MURNI;162854;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
585441389;K34;450938;APBN;2026;FALSE;TRUE;Terumumkan;WA.2161.EBD.974.051.0C.521211;35500000;13599604;64407225;5136508;Sekretariat Jenderal;K34;KEMENTERIAN;Sekretariat Jenderal;PNBP;14054;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
589920856;K34;065106;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.014.054.0A.521211;21000000;13683443;65540489;5248383;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;RUPIAH MURNI;14116;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.vXtldBIJyFhfELyv.ZxRPnX_on6g507y4gz_QkaLGohBGvC8gfSFuM5qsn1c;;
593244782;K34;065106;APBN;2026;FALSE;TRUE;Terumumkan;DL.4059.BDB.001.051.0B.521211;0;;66261809;5248392;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;PNBP;14116;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
577938990;K34;209255;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.007.052.0A.521211;54000000;13618810;62440122;5167640;Balai Pelatihan Vokasi dan Produktivitas Kendari;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Kendari;RUPIAH MURNI;14127;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
591987261;K34;065106;APBN;2026;FALSE;TRUE;Terumumkan;DL.4057.SCO.014.063.0A.521211;1500000;;66012381;5248390;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Banda Aceh;RUPIAH MURNI;14116;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
587835255;K34;452595;APBN;2026;FALSE;TRUE;Terumumkan;WA.6988.EBA.994.002.WA.523111;30900000;;65036141;5272113;Balai Pelatihan Vokasi dan Produktivitas Ternate;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Ternate;RUPIAH MURNI;14129;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
581808480;K34;651870;APBN;2026;FALSE;TRUE;Terumumkan;DN.6592.BAA.001.051.0A.521211;750000;13588366;63489143;5112667;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;PNBP;14095;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
590901963;K34;021212;APBN;2026;FALSE;TRUE;Terumumkan;DL.4053.PDI.002.051.OH.521211;3500000;13622150;65783724;5171851;Balai Pelatihan Vokasi dan Produktivitas Bandung Barat;K34;KEMENTERIAN;Balai Pelatihan Vokasi dan Produktivitas Bandung Barat;RUPIAH MURNI;94422;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
581584826;K34;651870;APBN;2026;FALSE;TRUE;Terumumkan;DN.6589.FAC.004.051.0E.524119;48501000;13588363;63425370;5112655;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;RUPIAH MURNI;14095;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
581787318;K34;651870;APBN;2026;FALSE;TRUE;Terumumkan;DN.6591.FAI.001.054.EA.524119;84000000;13588365;63481486;5112664;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;K34;KEMENTERIAN;Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja;PNBP;14095;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
583456765;K34;452677;APBN;2026;FALSE;TRUE;Terumumkan;DN.6767.ABK.001.060.0C.521211;9975000;13601788;63907209;5142122;Badan Perencanaan dan Pengembangan Ketenagakerjaan;K34;KEMENTERIAN;Badan Perencanaan dan Pengembangan Ketenagakerjaan;PNBP;14096;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
592046303;K34;450938;APBN;2026;FALSE;TRUE;Terumumkan;WA.2158.EBA.994.002.0K.522119;168000000;13599601;66024048;5136480;Sekretariat Jenderal;K34;KEMENTERIAN;Sekretariat Jenderal;RUPIAH MURNI;14054;Kementerian Ketenagakerjaan;Kementerian Ketenagakerjaan;2026;7dac5ffe-9c0e-5e16-a713-d4bbc1ea1608.bXDZFlaTDT1bdJZO.bPdDKq8q0yZDL8eMI_w-XnUXKF3oqqC1XpTHbZgxtik;;
